training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-base-s2rvguqj - _step,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-base-2fg7kdwu - _step,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-base-9kqvntjn - _step,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-base-14tz536k - _step,sso01-adamw-lr2e-4-base-14tz536k - _step__MIN,sso01-adamw-lr2e-4-base-14tz536k - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MAX,sso01-adamw-base-rniq89vc - _step,sso01-adamw-base-rniq89vc - _step__MIN,sso01-adamw-base-rniq89vc - _step__MAX,lr4e-4,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MIN,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MAX
8356,88541,88541,88541,0.989459563,0.989459563,0.989459563,88541,88541,88541,0.493182255,0.493182255,0.493182255,88541,88541,88541,0.891508121,0.891508121,0.891508121,88541,88541,88541,0.558591378,0.558591378,0.558591378,88541,88541,88541,0,0,0,88541,88541,88541,0,0,0
8357,88550,88550,88550,0.973089701,0.973089701,0.973089701,88550,88550,88550,0.313283072,0.313283072,0.313283072,88550,88550,88550,0.827021178,0.827021178,0.827021178,88550,88550,88550,0.36511681,0.36511681,0.36511681,88550,88550,88550,0,0,0,88550,88550,88550,0,0,0
8358,88559,88559,88559,0.99162748,0.99162748,0.99162748,88559,88559,88559,0.434164792,0.434164792,0.434164792,88559,88559,88559,0.882167612,0.882167612,0.882167612,88559,88559,88559,0.493356953,0.493356953,0.493356953,88559,88559,88559,0,0,0,88559,88559,88559,0,0,0
8359,88568,88568,88568,0.990808991,0.990808991,0.990808991,88568,88568,88568,0.524970737,0.524970737,0.524970737,88568,88568,88568,0.879502235,0.879502235,0.879502235,88568,88568,88568,0.592315369,0.592315369,0.592315369,88568,88568,88568,0,0,0,88568,88568,88568,0,0,0
8360,88577,88577,88577,0.990741749,0.990741749,0.990741749,88577,88577,88577,0.446998076,0.446998076,0.446998076,88577,88577,88577,0.906109061,0.906109061,0.906109061,88577,88577,88577,0.48564033,0.48564033,0.48564033,88577,88577,88577,0,0,0,88577,88577,88577,0,0,0
8361,88586,88586,88586,0.992957746,0.992957746,0.992957746,88586,88586,88586,0.536497561,0.536497561,0.536497561,88586,88586,88586,0.920009686,0.920009686,0.920009686,88586,88586,88586,0.569512125,0.569512125,0.569512125,88586,88586,88586,0,0,0,88586,88586,88586,0,0,0
8362,88595,88595,88595,0.988131204,0.988131204,0.988131204,88595,88595,88595,0.453945712,0.453945712,0.453945712,88595,88595,88595,0.91331364,0.91331364,0.91331364,88595,88595,88595,0.550237171,0.550237171,0.550237171,88595,88595,88595,0,0,0,88595,88595,88595,0,0,0
8363,88604,88604,88604,0.99487477,0.99487477,0.99487477,88604,88604,88604,0.49382837,0.49382837,0.49382837,88604,88604,88604,0.911598174,0.911598174,0.911598174,88604,88604,88604,0.538995952,0.538995952,0.538995952,88604,88604,88604,0,0,0,88604,88604,88604,0,0,0
8364,88613,88613,88613,0.99271684,0.99271684,0.99271684,88613,88613,88613,0.443046891,0.443046891,0.443046891,88613,88613,88613,0.904022806,0.904022806,0.904022806,88613,88613,88613,0.510508957,0.510508957,0.510508957,88613,88613,88613,0,0,0,88613,88613,88613,0,0,0
8365,88622,88622,88622,0.992225994,0.992225994,0.992225994,88622,88622,88622,0.447954557,0.447954557,0.447954557,88622,88622,88622,0.88282504,0.88282504,0.88282504,88622,88622,88622,0.506283214,0.506283214,0.506283214,88622,88622,88622,0,0,0,88622,88622,88622,0,0,0
8366,88631,88631,88631,0.982255863,0.982255863,0.982255863,88631,88631,88631,0.405562474,0.405562474,0.405562474,88631,88631,88631,0.861552429,0.861552429,0.861552429,88631,88631,88631,0.457008553,0.457008553,0.457008553,88631,88631,88631,0,0,0,88631,88631,88631,0,0,0
8367,88640,88640,88640,0.989267919,0.989267919,0.989267919,88640,88640,88640,0.506329114,0.506329114,0.506329114,88640,88640,88640,0.908892526,0.908892526,0.908892526,88640,88640,88640,0.541501024,0.541501024,0.541501024,88640,88640,88640,0,0,0,88640,88640,88640,0,0,0
8368,88649,88649,88649,0.991509176,0.991509176,0.991509176,88649,88649,88649,0.385966815,0.385966815,0.385966815,88649,88649,88649,0.881947058,0.881947058,0.881947058,88649,88649,88649,0.444124009,0.444124009,0.444124009,88649,88649,88649,0,0,0,88649,88649,88649,0,0,0
8369,88658,88658,88658,0.993683709,0.993683709,0.993683709,88658,88658,88658,0.425265338,0.425265338,0.425265338,88658,88658,88658,0.893669745,0.893669745,0.893669745,88658,88658,88658,0.47163191,0.47163191,0.47163191,88658,88658,88658,0,0,0,88658,88658,88658,0,0,0
8370,88667,88667,88667,0.994030942,0.994030942,0.994030942,88667,88667,88667,0.407941869,0.407941869,0.407941869,88667,88667,88667,0.861114127,0.861114127,0.861114127,88667,88667,88667,0.450895077,0.450895077,0.450895077,88667,88667,88667,0,0,0,88667,88667,88667,0,0,0
8371,88676,88676,88676,0.993336624,0.993336624,0.993336624,88676,88676,88676,0.404986661,0.404986661,0.404986661,88676,88676,88676,0.894468951,0.894468951,0.894468951,88676,88676,88676,0.463182436,0.463182436,0.463182436,88676,88676,88676,0,0,0,88676,88676,88676,0,0,0
8372,88685,88685,88685,0.990254545,0.990254545,0.990254545,88685,88685,88685,0.357699443,0.357699443,0.357699443,88685,88685,88685,0.905898491,0.905898491,0.905898491,88685,88685,88685,0.413409338,0.413409338,0.413409338,88685,88685,88685,0,0,0,88685,88685,88685,0,0,0
8373,88694,88694,88694,0.99216888,0.99216888,0.99216888,88694,88694,88694,0.444226905,0.444226905,0.444226905,88694,88694,88694,0.870160428,0.870160428,0.870160428,88694,88694,88694,0.49123483,0.49123483,0.49123483,88694,88694,88694,0,0,0,88694,88694,88694,0,0,0
8374,88703,88703,88703,0.988074957,0.988074957,0.988074957,88703,88703,88703,0.434285131,0.434285131,0.434285131,88703,88703,88703,0.900021363,0.900021363,0.900021363,88703,88703,88703,0.489534884,0.489534884,0.489534884,88703,88703,88703,0,0,0,88703,88703,88703,0,0,0
8375,88712,88712,88712,0.988128642,0.988128642,0.988128642,88712,88712,88712,0.451055662,0.451055662,0.451055662,88712,88712,88712,0.870687956,0.870687956,0.870687956,88712,88712,88712,0.514742629,0.514742629,0.514742629,88712,88712,88712,0,0,0,88712,88712,88712,0,0,0
8376,88721,88721,88721,0.989186458,0.989186458,0.989186458,88721,88721,88721,0.487905664,0.487905664,0.487905664,88721,88721,88721,0.914733123,0.914733123,0.914733123,88721,88721,88721,0.5136847,0.5136847,0.5136847,88721,88721,88721,0,0,0,88721,88721,88721,0,0,0
8377,88730,88730,88730,0.990803485,0.990803485,0.990803485,88730,88730,88730,0.419107612,0.419107612,0.419107612,88730,88730,88730,0.882551089,0.882551089,0.882551089,88730,88730,88730,0.483420468,0.483420468,0.483420468,88730,88730,88730,0,0,0,88730,88730,88730,0,0,0
8378,88739,88739,88739,0.990521327,0.990521327,0.990521327,88739,88739,88739,0.445639806,0.445639806,0.445639806,88739,88739,88739,0.909890581,0.909890581,0.909890581,88739,88739,88739,0.508528362,0.508528362,0.508528362,88739,88739,88739,0,0,0,88739,88739,88739,0,0,0
8379,88748,88748,88748,0.988693137,0.988693137,0.988693137,88748,88748,88748,0.386778594,0.386778594,0.386778594,88748,88748,88748,0.879940528,0.879940528,0.879940528,88748,88748,88748,0.459325466,0.459325466,0.459325466,88748,88748,88748,0,0,0,88748,88748,88748,0,0,0
8380,88757,88757,88757,0.989729225,0.989729225,0.989729225,88757,88757,88757,0.397844733,0.397844733,0.397844733,88757,88757,88757,0.879197221,0.879197221,0.879197221,88757,88757,88757,0.433789649,0.433789649,0.433789649,88757,88757,88757,0,0,0,88757,88757,88757,0,0,0
8381,88766,88766,88766,0.99263623,0.99263623,0.99263623,88766,88766,88766,0.454545455,0.454545455,0.454545455,88766,88766,88766,0.858510435,0.858510435,0.858510435,88766,88766,88766,0.523681272,0.523681272,0.523681272,88766,88766,88766,0,0,0,88766,88766,88766,0,0,0
8382,88775,88775,88775,0.990204988,0.990204988,0.990204988,88775,88775,88775,0.481800862,0.481800862,0.481800862,88775,88775,88775,0.911313798,0.911313798,0.911313798,88775,88775,88775,0.520311564,0.520311564,0.520311564,88775,88775,88775,0,0,0,88775,88775,88775,0,0,0
8383,88784,88784,88784,0.994543298,0.994543298,0.994543298,88784,88784,88784,0.420783993,0.420783993,0.420783993,88784,88784,88784,0.905846706,0.905846706,0.905846706,88784,88784,88784,0.473663625,0.473663625,0.473663625,88784,88784,88784,0,0,0,88784,88784,88784,0,0,0
8384,88793,88793,88793,0.992182548,0.992182548,0.992182548,88793,88793,88793,0.463921687,0.463921687,0.463921687,88793,88793,88793,0.884476534,0.884476534,0.884476534,88793,88793,88793,0.515669516,0.515669516,0.515669516,88793,88793,88793,0,0,0,88793,88793,88793,0,0,0
8385,88802,88802,88802,0.99137931,0.99137931,0.99137931,88802,88802,88802,0.393409621,0.393409621,0.393409621,88802,88802,88802,0.871384905,0.871384905,0.871384905,88802,88802,88802,0.429862164,0.429862164,0.429862164,88802,88802,88802,0,0,0,88802,88802,88802,0,0,0
8386,88811,88811,88811,0.978071027,0.978071027,0.978071027,88811,88811,88811,0.496061442,0.496061442,0.496061442,88811,88811,88811,0.878581173,0.878581173,0.878581173,88811,88811,88811,0.528628575,0.528628575,0.528628575,88811,88811,88811,0,0,0,88811,88811,88811,0,0,0
8387,88820,88820,88820,0.990566038,0.990566038,0.990566038,88820,88820,88820,0.400798235,0.400798235,0.400798235,88820,88820,88820,0.912440191,0.912440191,0.912440191,88820,88820,88820,0.482266497,0.482266497,0.482266497,88820,88820,88820,0,0,0,88820,88820,88820,0,0,0
8388,88829,88829,88829,0.989773873,0.989773873,0.989773873,88829,88829,88829,0.363558091,0.363558091,0.363558091,88829,88829,88829,0.866147963,0.866147963,0.866147963,88829,88829,88829,0.436831153,0.436831153,0.436831153,88829,88829,88829,0,0,0,88829,88829,88829,0,0,0
8389,88838,88838,88838,0.988579519,0.988579519,0.988579519,88838,88838,88838,0.508010515,0.508010515,0.508010515,88838,88838,88838,0.910533911,0.910533911,0.910533911,88838,88838,88838,0.581704934,0.581704934,0.581704934,88838,88838,88838,0,0,0,88838,88838,88838,0,0,0
8390,88847,88847,88847,0.988205018,0.988205018,0.988205018,88847,88847,88847,0.450974572,0.450974572,0.450974572,88847,88847,88847,0.90960681,0.90960681,0.90960681,88847,88847,88847,0.524405352,0.524405352,0.524405352,88847,88847,88847,0,0,0,88847,88847,88847,0,0,0
8391,88856,88856,88856,0.994636015,0.994636015,0.994636015,88856,88856,88856,0.400585407,0.400585407,0.400585407,88856,88856,88856,0.901685739,0.901685739,0.901685739,88856,88856,88856,0.454260359,0.454260359,0.454260359,88856,88856,88856,0,0,0,88856,88856,88856,0,0,0
8392,88865,88865,88865,0.997031426,0.997031426,0.997031426,88865,88865,88865,0.46802454,0.46802454,0.46802454,88865,88865,88865,0.896356428,0.896356428,0.896356428,88865,88865,88865,0.529220978,0.529220978,0.529220978,88865,88865,88865,0,0,0,88865,88865,88865,0,0,0
8393,88874,88874,88874,0.977752424,0.977752424,0.977752424,88874,88874,88874,0.49773399,0.49773399,0.49773399,88874,88874,88874,0.911813644,0.911813644,0.911813644,88874,88874,88874,0.544618325,0.544618325,0.544618325,88874,88874,88874,0,0,0,88874,88874,88874,0,0,0
8394,88883,88883,88883,0.987954681,0.987954681,0.987954681,88883,88883,88883,0.414117166,0.414117166,0.414117166,88883,88883,88883,0.911456534,0.911456534,0.911456534,88883,88883,88883,0.467014006,0.467014006,0.467014006,88883,88883,88883,0,0,0,88883,88883,88883,0,0,0
8395,88892,88892,88892,0.982159624,0.982159624,0.982159624,88892,88892,88892,0.418437926,0.418437926,0.418437926,88892,88892,88892,0.875013717,0.875013717,0.875013717,88892,88892,88892,0.477339805,0.477339805,0.477339805,88892,88892,88892,0,0,0,88892,88892,88892,0,0,0
8396,88901,88901,88901,0.981223656,0.981223656,0.981223656,88901,88901,88901,0.397805643,0.397805643,0.397805643,88901,88901,88901,0.898121387,0.898121387,0.898121387,88901,88901,88901,0.457111908,0.457111908,0.457111908,88901,88901,88901,0,0,0,88901,88901,88901,0,0,0
8397,88910,88910,88910,0.984825945,0.984825945,0.984825945,88910,88910,88910,0.484093371,0.484093371,0.484093371,88910,88910,88910,0.908853194,0.908853194,0.908853194,88910,88910,88910,0.525054999,0.525054999,0.525054999,88910,88910,88910,0,0,0,88910,88910,88910,0,0,0
8398,88919,88919,88919,0.986426217,0.986426217,0.986426217,88919,88919,88919,0.4881028,0.4881028,0.4881028,88919,88919,88919,0.919822649,0.919822649,0.919822649,88919,88919,88919,0.544675788,0.544675788,0.544675788,88919,88919,88919,0,0,0,88919,88919,88919,0,0,0
8399,88928,88928,88928,0.986486486,0.986486486,0.986486486,88928,88928,88928,0.430889423,0.430889423,0.430889423,88928,88928,88928,0.877491085,0.877491085,0.877491085,88928,88928,88928,0.487116864,0.487116864,0.487116864,88928,88928,88928,0,0,0,88928,88928,88928,0,0,0
8400,88937,88937,88937,0.98502686,0.98502686,0.98502686,88937,88937,88937,0.440625162,0.440625162,0.440625162,88937,88937,88937,0.880910683,0.880910683,0.880910683,88937,88937,88937,0.492519981,0.492519981,0.492519981,88937,88937,88937,0,0,0,88937,88937,88937,0,0,0
8401,88946,88946,88946,0.98799925,0.98799925,0.98799925,88946,88946,88946,0.498839009,0.498839009,0.498839009,88946,88946,88946,0.902770425,0.902770425,0.902770425,88946,88946,88946,0.573929009,0.573929009,0.573929009,88946,88946,88946,0,0,0,88946,88946,88946,0,0,0
8402,88955,88955,88955,0.99159473,0.99159473,0.99159473,88955,88955,88955,0.436249111,0.436249111,0.436249111,88955,88955,88955,0.893876662,0.893876662,0.893876662,88955,88955,88955,0.522570512,0.522570512,0.522570512,88955,88955,88955,0,0,0,88955,88955,88955,0,0,0
8403,88964,88964,88964,0.994106483,0.994106483,0.994106483,88964,88964,88964,0.493193664,0.493193664,0.493193664,88964,88964,88964,0.89438328,0.89438328,0.89438328,88964,88964,88964,0.520903754,0.520903754,0.520903754,88964,88964,88964,0,0,0,88964,88964,88964,0,0,0
8404,88973,88973,88973,0.990504144,0.990504144,0.990504144,88973,88973,88973,0.534176366,0.534176366,0.534176366,88973,88973,88973,0.880193626,0.880193626,0.880193626,88973,88973,88973,0.566086535,0.566086535,0.566086535,88973,88973,88973,0,0,0,88973,88973,88973,0,0,0
8405,88982,88982,88982,0.994129159,0.994129159,0.994129159,88982,88982,88982,0.408413941,0.408413941,0.408413941,88982,88982,88982,0.883270216,0.883270216,0.883270216,88982,88982,88982,0.445338025,0.445338025,0.445338025,88982,88982,88982,0,0,0,88982,88982,88982,0,0,0
8406,88991,88991,88991,0.993995381,0.993995381,0.993995381,88991,88991,88991,0.432241556,0.432241556,0.432241556,88991,88991,88991,0.901196953,0.901196953,0.901196953,88991,88991,88991,0.48913114,0.48913114,0.48913114,88991,88991,88991,0,0,0,88991,88991,88991,0,0,0
8407,89000,89000,89000,0.994197292,0.994197292,0.994197292,89000,89000,89000,0.400085124,0.400085124,0.400085124,89000,89000,89000,0.854733528,0.854733528,0.854733528,89000,89000,89000,0.431958211,0.431958211,0.431958211,89000,89000,89000,0,0,0,89000,89000,89000,0,0,0
8408,89009,89009,89009,0.98973392,0.98973392,0.98973392,89009,89009,89009,0.455887435,0.455887435,0.455887435,89009,89009,89009,0.8675591,0.8675591,0.8675591,89009,89009,89009,0.514275323,0.514275323,0.514275323,89009,89009,89009,0,0,0,89009,89009,89009,0,0,0
8409,89018,89018,89018,0.990069513,0.990069513,0.990069513,89018,89018,89018,0.407638672,0.407638672,0.407638672,89018,89018,89018,0.890970054,0.890970054,0.890970054,89018,89018,89018,0.444666002,0.444666002,0.444666002,89018,89018,89018,0,0,0,89018,89018,89018,0,0,0
8410,89027,89027,89027,0.99032992,0.99032992,0.99032992,89027,89027,89027,0.362026251,0.362026251,0.362026251,89027,89027,89027,0.885216033,0.885216033,0.885216033,89027,89027,89027,0.435617823,0.435617823,0.435617823,89027,89027,89027,0,0,0,89027,89027,89027,0,0,0
8411,89036,89036,89036,0.99440659,0.99440659,0.99440659,89036,89036,89036,0.47016026,0.47016026,0.47016026,89036,89036,89036,0.914182647,0.914182647,0.914182647,89036,89036,89036,0.51702381,0.51702381,0.51702381,89036,89036,89036,0,0,0,89036,89036,89036,0,0,0
8412,89045,89045,89045,0.991138886,0.991138886,0.991138886,89045,89045,89045,0.512971409,0.512971409,0.512971409,89045,89045,89045,0.905338953,0.905338953,0.905338953,89045,89045,89045,0.548425131,0.548425131,0.548425131,89045,89045,89045,0,0,0,89045,89045,89045,0,0,0
8413,89054,89054,89054,0.986864053,0.986864053,0.986864053,89054,89054,89054,0.459759893,0.459759893,0.459759893,89054,89054,89054,0.859135542,0.859135542,0.859135542,89054,89054,89054,0.502253321,0.502253321,0.502253321,89054,89054,89054,0,0,0,89054,89054,89054,0,0,0
8414,89063,89063,89063,0.997194593,0.997194593,0.997194593,89063,89063,89063,0.401381548,0.401381548,0.401381548,89063,89063,89063,0.875540493,0.875540493,0.875540493,89063,89063,89063,0.438387569,0.438387569,0.438387569,89063,89063,89063,0,0,0,89063,89063,89063,0,0,0
8415,89072,89072,89072,0.994292462,0.994292462,0.994292462,89072,89072,89072,0.489464833,0.489464833,0.489464833,89072,89072,89072,0.909801731,0.909801731,0.909801731,89072,89072,89072,0.531344648,0.531344648,0.531344648,89072,89072,89072,0,0,0,89072,89072,89072,0,0,0
8416,89081,89081,89081,0.992383209,0.992383209,0.992383209,89081,89081,89081,0.535324687,0.535324687,0.535324687,89081,89081,89081,0.912912913,0.912912913,0.912912913,89081,89081,89081,0.560831335,0.560831335,0.560831335,89081,89081,89081,0,0,0,89081,89081,89081,0,0,0
8417,89090,89090,89090,0.992759295,0.992759295,0.992759295,89090,89090,89090,0.487310142,0.487310142,0.487310142,89090,89090,89090,0.897102897,0.897102897,0.897102897,89090,89090,89090,0.521306095,0.521306095,0.521306095,89090,89090,89090,0,0,0,89090,89090,89090,0,0,0
8418,89099,89099,89099,0.981473595,0.981473595,0.981473595,89099,89099,89099,0.454255213,0.454255213,0.454255213,89099,89099,89099,0.879619318,0.879619318,0.879619318,89099,89099,89099,0.513467482,0.513467482,0.513467482,89099,89099,89099,0,0,0,89099,89099,89099,0,0,0
8419,89108,89108,89108,0.984503851,0.984503851,0.984503851,89108,89108,89108,0.51798631,0.51798631,0.51798631,89108,89108,89108,0.893329917,0.893329917,0.893329917,89108,89108,89108,0.550812197,0.550812197,0.550812197,89108,89108,89108,0,0,0,89108,89108,89108,0,0,0
8420,89117,89117,89117,0.991234614,0.991234614,0.991234614,89117,89117,89117,0.517167914,0.517167914,0.517167914,89117,89117,89117,0.907043729,0.907043729,0.907043729,89117,89117,89117,0.553773024,0.553773024,0.553773024,89117,89117,89117,0,0,0,89117,89117,89117,0,0,0
8421,89126,89126,89126,0.986725664,0.986725664,0.986725664,89126,89126,89126,0.434930976,0.434930976,0.434930976,89126,89126,89126,0.88811737,0.88811737,0.88811737,89126,89126,89126,0.484611821,0.484611821,0.484611821,89126,89126,89126,0,0,0,89126,89126,89126,0,0,0
8422,89135,89135,89135,0.993222892,0.993222892,0.993222892,89135,89135,89135,0.406570412,0.406570412,0.406570412,89135,89135,89135,0.895480556,0.895480556,0.895480556,89135,89135,89135,0.465646369,0.465646369,0.465646369,89135,89135,89135,0,0,0,89135,89135,89135,0,0,0
8423,89144,89144,89144,0.996109993,0.996109993,0.996109993,89144,89144,89144,0.38822585,0.38822585,0.38822585,89144,89144,89144,0.883899777,0.883899777,0.883899777,89144,89144,89144,0.432270221,0.432270221,0.432270221,89144,89144,89144,0,0,0,89144,89144,89144,0,0,0
8424,89153,89153,89153,0.989219662,0.989219662,0.989219662,89153,89153,89153,0.487763797,0.487763797,0.487763797,89153,89153,89153,0.925254484,0.925254484,0.925254484,89153,89153,89153,0.546192644,0.546192644,0.546192644,89153,89153,89153,0,0,0,89153,89153,89153,0,0,0
8425,89162,89162,89162,0.992789795,0.992789795,0.992789795,89162,89162,89162,0.459012976,0.459012976,0.459012976,89162,89162,89162,0.902431517,0.902431517,0.902431517,89162,89162,89162,0.50056811,0.50056811,0.50056811,89162,89162,89162,0,0,0,89162,89162,89162,0,0,0
8426,89171,89171,89171,0.988248782,0.988248782,0.988248782,89171,89171,89171,0.49557008,0.49557008,0.49557008,89171,89171,89171,0.861146935,0.861146935,0.861146935,89171,89171,89171,0.532019109,0.532019109,0.532019109,89171,89171,89171,0,0,0,89171,89171,89171,0,0,0
8427,89180,89180,89180,0.983912127,0.983912127,0.983912127,89180,89180,89180,0.441925482,0.441925482,0.441925482,89180,89180,89180,0.880332986,0.880332986,0.880332986,89180,89180,89180,0.536996076,0.536996076,0.536996076,89180,89180,89180,0,0,0,89180,89180,89180,0,0,0
8428,89189,89189,89189,0.991815019,0.991815019,0.991815019,89189,89189,89189,0.469362441,0.469362441,0.469362441,89189,89189,89189,0.917393834,0.917393834,0.917393834,89189,89189,89189,0.526846066,0.526846066,0.526846066,89189,89189,89189,0,0,0,89189,89189,89189,0,0,0
8429,89198,89198,89198,0.989627822,0.989627822,0.989627822,89198,89198,89198,0.471880101,0.471880101,0.471880101,89198,89198,89198,0.855807132,0.855807132,0.855807132,89198,89198,89198,0.522876605,0.522876605,0.522876605,89198,89198,89198,0,0,0,89198,89198,89198,0,0,0
8430,89207,89207,89207,0.992404102,0.992404102,0.992404102,89207,89207,89207,0.502686567,0.502686567,0.502686567,89207,89207,89207,0.898752228,0.898752228,0.898752228,89207,89207,89207,0.53784767,0.53784767,0.53784767,89207,89207,89207,0,0,0,89207,89207,89207,0,0,0
8431,89216,89216,89216,0.984869881,0.984869881,0.984869881,89216,89216,89216,0.472011503,0.472011503,0.472011503,89216,89216,89216,0.931471579,0.931471579,0.931471579,89216,89216,89216,0.548816936,0.548816936,0.548816936,89216,89216,89216,0,0,0,89216,89216,89216,0,0,0
8432,89225,89225,89225,0.988908841,0.988908841,0.988908841,89225,89225,89225,0.464123524,0.464123524,0.464123524,89225,89225,89225,0.909547739,0.909547739,0.909547739,89225,89225,89225,0.508023434,0.508023434,0.508023434,89225,89225,89225,0,0,0,89225,89225,89225,0,0,0
8433,89234,89234,89234,0.993461203,0.993461203,0.993461203,89234,89234,89234,0.459758293,0.459758293,0.459758293,89234,89234,89234,0.88546299,0.88546299,0.88546299,89234,89234,89234,0.505973899,0.505973899,0.505973899,89234,89234,89234,0,0,0,89234,89234,89234,0,0,0
8434,89243,89243,89243,0.985959067,0.985959067,0.985959067,89243,89243,89243,0.432518597,0.432518597,0.432518597,89243,89243,89243,0.891323595,0.891323595,0.891323595,89243,89243,89243,0.516143012,0.516143012,0.516143012,89243,89243,89243,0,0,0,89243,89243,89243,0,0,0
8435,89252,89252,89252,0.986645541,0.986645541,0.986645541,89252,89252,89252,0.433476612,0.433476612,0.433476612,89252,89252,89252,0.877730614,0.877730614,0.877730614,89252,89252,89252,0.48856006,0.48856006,0.48856006,89252,89252,89252,0,0,0,89252,89252,89252,0,0,0
8436,89261,89261,89261,0.993875147,0.993875147,0.993875147,89261,89261,89261,0.437197559,0.437197559,0.437197559,89261,89261,89261,0.869971341,0.869971341,0.869971341,89261,89261,89261,0.471398774,0.471398774,0.471398774,89261,89261,89261,0,0,0,89261,89261,89261,0,0,0
8437,89270,89270,89270,0.986901351,0.986901351,0.986901351,89270,89270,89270,0.466798224,0.466798224,0.466798224,89270,89270,89270,0.889103182,0.889103182,0.889103182,89270,89270,89270,0.517045107,0.517045107,0.517045107,89270,89270,89270,0,0,0,89270,89270,89270,0,0,0
8438,89279,89279,89279,0.991034416,0.991034416,0.991034416,89279,89279,89279,0.496014085,0.496014085,0.496014085,89279,89279,89279,0.848773475,0.848773475,0.848773475,89279,89279,89279,0.528856858,0.528856858,0.528856858,89279,89279,89279,0,0,0,89279,89279,89279,0,0,0
8439,89288,89288,89288,0.994033578,0.994033578,0.994033578,89288,89288,89288,0.367753433,0.367753433,0.367753433,89288,89288,89288,0.877042997,0.877042997,0.877042997,89288,89288,89288,0.448842045,0.448842045,0.448842045,89288,89288,89288,0,0,0,89288,89288,89288,0,0,0
8440,89297,89297,89297,0.994626989,0.994626989,0.994626989,89297,89297,89297,0.467086037,0.467086037,0.467086037,89297,89297,89297,0.888105223,0.888105223,0.888105223,89297,89297,89297,0.542155681,0.542155681,0.542155681,89297,89297,89297,0,0,0,89297,89297,89297,0,0,0
8441,89306,89306,89306,0.995163772,0.995163772,0.995163772,89306,89306,89306,0.443610903,0.443610903,0.443610903,89306,89306,89306,0.924081289,0.924081289,0.924081289,89306,89306,89306,0.490561175,0.490561175,0.490561175,89306,89306,89306,0,0,0,89306,89306,89306,0,0,0
8442,89315,89315,89315,0.991586538,0.991586538,0.991586538,89315,89315,89315,0.417118933,0.417118933,0.417118933,89315,89315,89315,0.893559322,0.893559322,0.893559322,89315,89315,89315,0.481343779,0.481343779,0.481343779,89315,89315,89315,0,0,0,89315,89315,89315,0,0,0
8443,89324,89324,89324,0.996459187,0.996459187,0.996459187,89324,89324,89324,0.506269061,0.506269061,0.506269061,89324,89324,89324,0.906288972,0.906288972,0.906288972,89324,89324,89324,0.53152324,0.53152324,0.53152324,89324,89324,89324,0,0,0,89324,89324,89324,0,0,0
8444,89333,89333,89333,0.993627912,0.993627912,0.993627912,89333,89333,89333,0.4622165,0.4622165,0.4622165,89333,89333,89333,0.887414634,0.887414634,0.887414634,89333,89333,89333,0.517300825,0.517300825,0.517300825,89333,89333,89333,0,0,0,89333,89333,89333,0,0,0
8445,89342,89342,89342,0.992029811,0.992029811,0.992029811,89342,89342,89342,0.483909293,0.483909293,0.483909293,89342,89342,89342,0.892137878,0.892137878,0.892137878,89342,89342,89342,0.528831937,0.528831937,0.528831937,89342,89342,89342,0,0,0,89342,89342,89342,0,0,0
8446,89351,89351,89351,0.989614828,0.989614828,0.989614828,89351,89351,89351,0.386391753,0.386391753,0.386391753,89351,89351,89351,0.894717399,0.894717399,0.894717399,89351,89351,89351,0.453063973,0.453063973,0.453063973,89351,89351,89351,0,0,0,89351,89351,89351,0,0,0
8447,89360,89360,89360,0.990307452,0.990307452,0.990307452,89360,89360,89360,0.462390037,0.462390037,0.462390037,89360,89360,89360,0.871450797,0.871450797,0.871450797,89360,89360,89360,0.506928057,0.506928057,0.506928057,89360,89360,89360,0,0,0,89360,89360,89360,0,0,0
