validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,ft-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,ft-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,ft-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,ft-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,ft-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,ft-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,ft-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,ft-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,fb-Eii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MAX,fb-iEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MAX,fb-iEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MAX,fb-EEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MAX,fb-iiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MAX,fb-EiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MAX,fb-iii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MAX,fb-EEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MAX
274,22131.5,22128,22135,0.695652174,0.695652174,0.695652174,0.852941176,0.852941176,0.852941176,0,0,0,0.771084337,0.771084337,0.771084337,0.892307692,0.892307692,0.892307692,0,0,0,0.99612195,0.99612195,0.99612195,0.999550446,0.999550446,0.999550446,22131.5,22128,22135,0.130879346,0.130879346,0.130879346,0.046774194,0.046774194,0.046774194,0,0,0,0.090651558,0.090651558,0.090651558,0.055185538,0.055185538,0.055185538,0,0,0,0.550669006,0.550669006,0.550669006,0.23209379,0.23209379,0.23209379
275,22139.5,22136,22143,0.556521739,0.556521739,0.556521739,0,0,0,0,0,0,0.621359223,0.621359223,0.621359223,0,0,0,0,0,0,0.969586967,0.969586967,0.969586967,0.917985314,0.917985314,0.917985314,22139.5,22136,22143,0.135881104,0.135881104,0.135881104,0,0,0,0,0,0,0.098009188,0.098009188,0.098009188,0,0,0,0,0,0,0.534913381,0.534913381,0.534913381,0.252114217,0.252114217,0.252114217
276,22147.5,22144,22151,0.514285714,0.514285714,0.514285714,0.342105263,0.342105263,0.342105263,0,0,0,0.553846154,0.553846154,0.553846154,0.288659794,0.288659794,0.288659794,0,0,0,0.990776018,0.990776018,0.990776018,0.923651452,0.923651452,0.923651452,22147.5,22144,22151,0.076271186,0.076271186,0.076271186,0.017520216,0.017520216,0.017520216,0,0,0,0.061433447,0.061433447,0.061433447,0.025270758,0.025270758,0.025270758,0,0,0,0.669365492,0.669365492,0.669365492,0.127829078,0.127829078,0.127829078
277,22155.5,22152,22159,0.541176471,0.541176471,0.541176471,0.542372881,0.542372881,0.542372881,0,0,0,0.696969697,0.696969697,0.696969697,0.429530201,0.429530201,0.429530201,0,0,0,0.992623129,0.992623129,0.992623129,0.997810858,0.997810858,0.997810858,22155.5,22152,22159,0.087286528,0.087286528,0.087286528,0.046376812,0.046376812,0.046376812,0,0,0,0.062927497,0.062927497,0.062927497,0.067015707,0.067015707,0.067015707,0,0,0,0.751687727,0.751687727,0.751687727,0.457652804,0.457652804,0.457652804
278,22163.5,22160,22167,0.457142857,0.457142857,0.457142857,0.503937008,0.503937008,0.503937008,0,0,0,0.503937008,0.503937008,0.503937008,0.470588235,0.470588235,0.470588235,0,0,0,0.98983225,0.98983225,0.98983225,0.999383604,0.999383604,0.999383604,22163.5,22160,22167,0.104575163,0.104575163,0.104575163,0.048301887,0.048301887,0.048301887,0,0,0,0.071668533,0.071668533,0.071668533,0.05451448,0.05451448,0.05451448,0,0,0,0.701370359,0.701370359,0.701370359,0.416858238,0.416858238,0.416858238
279,22171.5,22168,22175,0.551724138,0.551724138,0.551724138,0.58,0.58,0.58,0,0,0,0.60952381,0.60952381,0.60952381,0.518518519,0.518518519,0.518518519,0,0,0,0.992913501,0.992913501,0.992913501,0.996897622,0.996897622,0.996897622,22171.5,22168,22175,0.126732673,0.126732673,0.126732673,0.046940486,0.046940486,0.046940486,0,0,0,0.071190211,0.071190211,0.071190211,0.054580897,0.054580897,0.054580897,0,0,0,0.758873823,0.758873823,0.758873823,0.462536269,0.462536269,0.462536269
280,22179.5,22176,22183,0.404040404,0.404040404,0.404040404,0.380165289,0.380165289,0.380165289,0,0,0,0.487804878,0.487804878,0.487804878,0.319444444,0.319444444,0.319444444,0,0,0,0.988788402,0.988788402,0.988788402,0.973418195,0.973418195,0.973418195,22179.5,22176,22183,0.070671378,0.070671378,0.070671378,0.042553191,0.042553191,0.042553191,0,0,0,0.061823802,0.061823802,0.061823802,0.038269551,0.038269551,0.038269551,0,0,0,0.805000191,0.805000191,0.805000191,0.208375209,0.208375209,0.208375209
281,22187.5,22184,22191,0.592592593,0.592592593,0.592592593,0.551724138,0.551724138,0.551724138,0,0,0,0.653061224,0.653061224,0.653061224,0.444444444,0.444444444,0.444444444,0,0,0,0.989654555,0.989654555,0.989654555,0.981363529,0.981363529,0.981363529,22187.5,22184,22191,0.122605364,0.122605364,0.122605364,0.047796863,0.047796863,0.047796863,0,0,0,0.089385475,0.089385475,0.089385475,0.052074858,0.052074858,0.052074858,0,0,0,0.754879425,0.754879425,0.754879425,0.306908498,0.306908498,0.306908498
282,22195.5,22192,22199,0.621359223,0.621359223,0.621359223,0.524590164,0.524590164,0.524590164,0,0,0,0.666666667,0.666666667,0.666666667,0.432432432,0.432432432,0.432432432,0,0,0,0.992323896,0.992323896,0.992323896,0.999519462,0.999519462,0.999519462,22195.5,22192,22199,0.18028169,0.18028169,0.18028169,0.050235479,0.050235479,0.050235479,0,0,0,0.102073365,0.102073365,0.102073365,0.058128974,0.058128974,0.058128974,0,0,0,0.783533419,0.783533419,0.783533419,0.378886756,0.378886756,0.378886756
283,22203.5,22200,22207,0.62745098,0.62745098,0.62745098,0.536082474,0.536082474,0.536082474,0,0,0,0.8,0.8,0.8,0.464285714,0.464285714,0.464285714,0,0,0,0.993012946,0.993012946,0.993012946,0.986679822,0.986679822,0.986679822,22203.5,22200,22207,0.280701754,0.280701754,0.280701754,0.045654083,0.045654083,0.045654083,0,0,0,0.130346232,0.130346232,0.130346232,0.047144152,0.047144152,0.047144152,0,0,0,0.836899225,0.836899225,0.836899225,0.331013148,0.331013148,0.331013148
284,22211.5,22208,22215,0.216216216,0.216216216,0.216216216,0.757575758,0.757575758,0.757575758,0,0,0,0.41025641,0.41025641,0.41025641,0.714285714,0.714285714,0.714285714,0,0,0,0.995649514,0.995649514,0.995649514,0.996295049,0.996295049,0.996295049,22211.5,22208,22215,0.037383178,0.037383178,0.037383178,0.07256894,0.07256894,0.07256894,0,0,0,0.020125786,0.020125786,0.020125786,0.055928412,0.055928412,0.055928412,0,0,0,0.890257313,0.890257313,0.890257313,0.582288401,0.582288401,0.582288401
285,22219.5,22216,22223,0.438356164,0.438356164,0.438356164,0.771084337,0.771084337,0.771084337,0,0,0,0.537815126,0.537815126,0.537815126,0.831168831,0.831168831,0.831168831,0,0,0,0.992386114,0.992386114,0.992386114,0.999107939,0.999107939,0.999107939,22219.5,22216,22223,0.093158661,0.093158661,0.093158661,0.05920444,0.05920444,0.05920444,0,0,0,0.053511706,0.053511706,0.053511706,0.076099881,0.076099881,0.076099881,0,0,0,0.799755738,0.799755738,0.799755738,0.743466899,0.743466899,0.743466899
286,22227.5,22224,22231,0.60952381,0.60952381,0.60952381,0.551724138,0.551724138,0.551724138,0,0,0,0.771084337,0.771084337,0.771084337,0.551724138,0.551724138,0.551724138,0,0,0,0.989604452,0.989604452,0.989604452,0.990815536,0.990815536,0.990815536,22227.5,22224,22231,0.101748808,0.101748808,0.101748808,0.051364366,0.051364366,0.051364366,0,0,0,0.057709648,0.057709648,0.057709648,0.079503106,0.079503106,0.079503106,0,0,0,0.753746413,0.753746413,0.753746413,0.70706668,0.70706668,0.70706668
287,22235.5,22232,22239,0.831168831,0.831168831,0.831168831,0.120481928,0.120481928,0.120481928,0,0,0,0.96969697,0.96969697,0.96969697,0.098765432,0.098765432,0.098765432,0,0,0,0.993643359,0.993643359,0.993643359,0.969808542,0.969808542,0.969808542,22235.5,22232,22239,0.12749004,0.12749004,0.12749004,0.007952286,0.007952286,0.007952286,0,0,0,0.089012517,0.089012517,0.089012517,0.011034483,0.011034483,0.011034483,0,0,0,0.822078033,0.822078033,0.822078033,0.633982753,0.633982753,0.633982753
288,22243.5,22240,22247,0.75,0.75,0.75,0.949152542,0.949152542,0.949152542,0,0,0,0.857142857,0.857142857,0.857142857,0.585858586,0.585858586,0.585858586,0,0,0,0.998216491,0.998216491,0.998216491,0.997885835,0.997885835,0.997885835,22243.5,22240,22247,0.032432432,0.032432432,0.032432432,0.09556314,0.09556314,0.09556314,0,0,0,0.042253521,0.042253521,0.042253521,0.058704453,0.058704453,0.058704453,0,0,0,0.933096935,0.933096935,0.933096935,0.757575758,0.757575758,0.757575758
289,22251.5,22248,22255,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.933333333,0.933333333,0.933333333,0.407643312,0.407643312,0.407643312,0,0,0,0.994403067,0.994403067,0.994403067,0.996990765,0.996990765,0.996990765,22251.5,22248,22255,0.160305344,0.160305344,0.160305344,0.081321474,0.081321474,0.081321474,0,0,0,0.190045249,0.190045249,0.190045249,0.066184074,0.066184074,0.066184074,0,0,0,0.903414822,0.903414822,0.903414822,0.85097057,0.85097057,0.85097057
290,22259.5,22256,22263,0.566371681,0.566371681,0.566371681,0.864864865,0.864864865,0.864864865,0,0,0,0.673684211,0.673684211,0.673684211,0.347826087,0.347826087,0.347826087,0,0,0,0.990453678,0.990453678,0.990453678,1,1,1,22259.5,22256,22263,0.158808933,0.158808933,0.158808933,0.056042032,0.056042032,0.056042032,0,0,0,0.173441734,0.173441734,0.173441734,0.060548723,0.060548723,0.060548723,0,0,0,0.747775149,0.747775149,0.747775149,0.721947125,0.721947125,0.721947125
291,22267.5,22264,22271,0.592592593,0.592592593,0.592592593,0.582278481,0.582278481,0.582278481,0,0,0,0.853333333,0.853333333,0.853333333,0.351145038,0.351145038,0.351145038,0,0,0,0.992516704,0.992516704,0.992516704,0.992344595,0.992344595,0.992344595,22267.5,22264,22271,0.120075047,0.120075047,0.120075047,0.049409237,0.049409237,0.049409237,0,0,0,0.123552124,0.123552124,0.123552124,0.044019139,0.044019139,0.044019139,0,0,0,0.800907364,0.800907364,0.800907364,0.747865253,0.747865253,0.747865253
292,22275.5,22272,22279,0.606741573,0.606741573,0.606741573,0.125,0.125,0.125,0,0,0,0.739726027,0.739726027,0.739726027,0.135135135,0.135135135,0.135135135,0,0,0,0.991921665,0.991921665,0.991921665,0.948243497,0.948243497,0.948243497,22275.5,22272,22279,0.113207547,0.113207547,0.113207547,0.011904762,0.011904762,0.011904762,0,0,0,0.124137931,0.124137931,0.124137931,0.009708738,0.009708738,0.009708738,0,0,0,0.848417281,0.848417281,0.848417281,0.628716003,0.628716003,0.628716003
293,22283.5,22280,22287,0.099009901,0.099009901,0.099009901,0.592592593,0.592592593,0.592592593,0,0,0,0.163934426,0.163934426,0.163934426,0.60952381,0.60952381,0.60952381,0,0,0,0.99010128,0.99010128,0.99010128,0.993442623,0.993442623,0.993442623,22283.5,22280,22287,0.022624434,0.022624434,0.022624434,0.058287796,0.058287796,0.058287796,0,0,0,0.02020202,0.02020202,0.02020202,0.072316384,0.072316384,0.072316384,0,0,0,0.82521853,0.82521853,0.82521853,0.574929624,0.574929624,0.574929624
294,22291.5,22288,22295,0.488549618,0.488549618,0.488549618,0.566371681,0.566371681,0.566371681,0,0,0,0.556521739,0.556521739,0.556521739,0.587155963,0.587155963,0.587155963,0,0,0,0.985756677,0.985756677,0.985756677,0.985551154,0.985551154,0.985551154,22291.5,22288,22295,0.14953271,0.14953271,0.14953271,0.048338369,0.048338369,0.048338369,0,0,0,0.107744108,0.107744108,0.107744108,0.075294118,0.075294118,0.075294118,0,0,0,0.740275777,0.740275777,0.740275777,0.612509992,0.612509992,0.612509992
295,22299.5,22296,22303,0.512,0.512,0.512,0.727272727,0.727272727,0.727272727,0,0,0,0.695652174,0.695652174,0.695652174,0.688172043,0.688172043,0.688172043,0,0,0,0.987039651,0.987039651,0.987039651,0.981834593,0.981834593,0.981834593,22299.5,22296,22303,0.134171908,0.134171908,0.134171908,0.066321244,0.066321244,0.066321244,0,0,0,0.096676737,0.096676737,0.096676737,0.097412481,0.097412481,0.097412481,0,0,0,0.802421796,0.802421796,0.802421796,0.711601551,0.711601551,0.711601551
296,22307.5,22304,22311,0.8,0.8,0.8,0.207792208,0.207792208,0.207792208,0,0,0,0.905660377,0.905660377,0.905660377,0.195121951,0.195121951,0.195121951,0,0,0,0.995428768,0.995428768,0.995428768,0.956309196,0.956309196,0.956309196,22307.5,22304,22311,0.179775281,0.179775281,0.179775281,0.033195021,0.033195021,0.033195021,0,0,0,0.103448276,0.103448276,0.103448276,0.037037037,0.037037037,0.037037037,0,0,0,0.917574679,0.917574679,0.917574679,0.674308497,0.674308497,0.674308497
297,22315.5,22312,22319,0.6,0.6,0.6,0.520325203,0.520325203,0.520325203,0,0,0,0.666666667,0.666666667,0.666666667,0.503937008,0.503937008,0.503937008,0,0,0,0.99307782,0.99307782,0.99307782,0.988741044,0.988741044,0.988741044,22315.5,22312,22319,0.075949367,0.075949367,0.075949367,0.08951049,0.08951049,0.08951049,0,0,0,0.058823529,0.058823529,0.058823529,0.086369771,0.086369771,0.086369771,0,0,0,0.911141357,0.911141357,0.911141357,0.710109622,0.710109622,0.710109622
298,22323.5,22320,22327,0.680851064,0.680851064,0.680851064,0.516129032,0.516129032,0.516129032,0,0,0,0.761904762,0.761904762,0.761904762,0.492307692,0.492307692,0.492307692,0,0,0,0.993006993,0.993006993,0.993006993,1,1,1,22323.5,22320,22327,0.173913043,0.173913043,0.173913043,0.067156348,0.067156348,0.067156348,0,0,0,0.148491879,0.148491879,0.148491879,0.073903002,0.073903002,0.073903002,0,0,0,0.870404126,0.870404126,0.870404126,0.760260327,0.760260327,0.760260327
299,22331.5,22328,22335,0.680851064,0.680851064,0.680851064,0.547008547,0.547008547,0.547008547,0,0,0,0.842105263,0.842105263,0.842105263,0.551724138,0.551724138,0.551724138,0,0,0,0.994165972,0.994165972,0.994165972,1,1,1,22331.5,22328,22335,0.133611691,0.133611691,0.133611691,0.06779661,0.06779661,0.06779661,0,0,0,0.133056133,0.133056133,0.133056133,0.071428571,0.071428571,0.071428571,0,0,0,0.864838306,0.864838306,0.864838306,0.761406334,0.761406334,0.761406334
300,22339.5,22336,22343,0.623655914,0.623655914,0.623655914,0.34375,0.34375,0.34375,0,0,0,0.698795181,0.698795181,0.698795181,0.41509434,0.41509434,0.41509434,0,0,0,0.996241135,0.996241135,0.996241135,0.982396913,0.982396913,0.982396913,22339.5,22336,22343,0.116700201,0.116700201,0.116700201,0.02739726,0.02739726,0.02739726,0,0,0,0.120833333,0.120833333,0.120833333,0.022680412,0.022680412,0.022680412,0,0,0,0.88212868,0.88212868,0.88212868,0.750618394,0.750618394,0.750618394
301,22347.5,22344,22351,0.424242424,0.424242424,0.424242424,0.688172043,0.688172043,0.688172043,0,0,0,0.666666667,0.666666667,0.666666667,0.680851064,0.680851064,0.680851064,0,0,0,0.986768597,0.986768597,0.986768597,0.950749465,0.950749465,0.950749465,22347.5,22344,22351,0.066825776,0.066825776,0.066825776,0.05364627,0.05364627,0.05364627,0,0,0,0.07,0.07,0.07,0.054237288,0.054237288,0.054237288,0,0,0,0.799554658,0.799554658,0.799554658,0.50144314,0.50144314,0.50144314
302,22355.5,22352,22359,0.771084337,0.771084337,0.771084337,0.8,0.8,0.8,0,0,0,0.842105263,0.842105263,0.842105263,0.864864865,0.864864865,0.864864865,0,0,0,0.997779596,0.997779596,0.997779596,1,1,1,22355.5,22352,22359,0.116363636,0.116363636,0.116363636,0.073142857,0.073142857,0.073142857,0,0,0,0.140969163,0.140969163,0.140969163,0.055363322,0.055363322,0.055363322,0,0,0,0.823259309,0.823259309,0.823259309,0.530359356,0.530359356,0.530359356
303,22363.5,22360,22367,0.727272727,0.727272727,0.727272727,0.581395349,0.581395349,0.581395349,0,0,0,0.8,0.8,0.8,0.632911392,0.632911392,0.632911392,0,0,0,0.994458009,0.994458009,0.994458009,0.989544895,0.989544895,0.989544895,22363.5,22360,22367,0.108474576,0.108474576,0.108474576,0.074515648,0.074515648,0.074515648,0,0,0,0.142222222,0.142222222,0.142222222,0.045495905,0.045495905,0.045495905,0,0,0,0.845261122,0.845261122,0.845261122,0.646494709,0.646494709,0.646494709
304,22371.5,22368,22375,0.535714286,0.535714286,0.535714286,0.311926606,0.311926606,0.311926606,0,0,0,0.909090909,0.909090909,0.909090909,0.246376812,0.246376812,0.246376812,0,0,0,0.988415957,0.988415957,0.988415957,0.916134525,0.916134525,0.916134525,22371.5,22368,22375,0.054844607,0.054844607,0.054844607,0.036363636,0.036363636,0.036363636,0,0,0,0.045248869,0.045248869,0.045248869,0.026133743,0.026133743,0.026133743,0,0,0,0.846371775,0.846371775,0.846371775,0.524072032,0.524072032,0.524072032
305,22379.5,22376,22383,0.505050505,0.505050505,0.505050505,0.561403509,0.561403509,0.561403509,0,0,0,0.581395349,0.581395349,0.581395349,0.407643312,0.407643312,0.407643312,0,0,0,0.989378227,0.989378227,0.989378227,0.996533174,0.996533174,0.996533174,22379.5,22376,22383,0.088339223,0.088339223,0.088339223,0.059757236,0.059757236,0.059757236,0,0,0,0.057142857,0.057142857,0.057142857,0.061420345,0.061420345,0.061420345,0,0,0,0.791858238,0.791858238,0.791858238,0.726541555,0.726541555,0.726541555
306,22387.5,22384,22391,0.47761194,0.47761194,0.47761194,0.666666667,0.666666667,0.666666667,0,0,0,0.752941176,0.752941176,0.752941176,0.496124031,0.496124031,0.496124031,0,0,0,0.992040644,0.992040644,0.992040644,1,1,1,22387.5,22384,22391,0.104234528,0.104234528,0.104234528,0.049459042,0.049459042,0.049459042,0,0,0,0.069114471,0.069114471,0.069114471,0.063241107,0.063241107,0.063241107,0,0,0,0.681535886,0.681535886,0.681535886,0.653692712,0.653692712,0.653692712
307,22395.5,22392,22399,0.711111111,0.711111111,0.711111111,0.637681159,0.637681159,0.637681159,0,0,0,0.810126582,0.810126582,0.810126582,0.628571429,0.628571429,0.628571429,0,0,0,0.996134551,0.996134551,0.996134551,0.992762665,0.992762665,0.992762665,22395.5,22392,22399,0.107563025,0.107563025,0.107563025,0.029598309,0.029598309,0.029598309,0,0,0,0.076646707,0.076646707,0.076646707,0.03562341,0.03562341,0.03562341,0,0,0,0.60610746,0.60610746,0.60610746,0.597733981,0.597733981,0.597733981
308,22403.5,22400,22407,0.44,0.44,0.44,0.357142857,0.357142857,0.357142857,0,0,0,0.5,0.5,0.5,0.465116279,0.465116279,0.465116279,0,0,0,0.986162581,0.986162581,0.986162581,0.895238095,0.895238095,0.895238095,22403.5,22400,22407,0.092827004,0.092827004,0.092827004,0.021344717,0.021344717,0.021344717,0,0,0,0.079566004,0.079566004,0.079566004,0.014760148,0.014760148,0.014760148,0,0,0,0.847190842,0.847190842,0.847190842,0.576491863,0.576491863,0.576491863
309,22411.5,22408,22415,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0.997116521,0.997116521,0.997116521,0.998849863,0.998849863,0.998849863,22411.5,22408,22415,0,0,0,0.084099869,0.084099869,0.084099869,0,0,0,0,0,0,0.04664723,0.04664723,0.04664723,0,0,0,0.76566921,0.76566921,0.76566921,0.272686366,0.272686366,0.272686366
310,22419.5,22416,22423,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0.99336424,0.99336424,0.99336424,0.998788669,0.998788669,0.998788669,22419.5,22416,22423,0,0,0,0.078144078,0.078144078,0.078144078,0,0,0,0,0,0,0.056737589,0.056737589,0.056737589,0,0,0,0.492823222,0.492823222,0.492823222,0.124555469,0.124555469,0.124555469
311,22427.5,22424,22431,0.780487805,0.780487805,0.780487805,0.380952381,0.380952381,0.380952381,0,0,0,0.780487805,0.780487805,0.780487805,0.426666667,0.426666667,0.426666667,0,0,0,0.982626389,0.982626389,0.982626389,0.993156478,0.993156478,0.993156478,22427.5,22424,22431,0.077669903,0.077669903,0.077669903,0.045390071,0.045390071,0.045390071,0,0,0,0.046511628,0.046511628,0.046511628,0.042553191,0.042553191,0.042553191,0,0,0,0.151008412,0.151008412,0.151008412,0.497328848,0.497328848,0.497328848
312,22435.5,22432,22439,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.997453619,0.997453619,0.997453619,0.990433031,0.990433031,0.990433031,22435.5,22432,22439,0.119180633,0.119180633,0.119180633,0,0,0,0,0,0,0.069189189,0.069189189,0.069189189,0,0,0,0,0,0,0.079338843,0.079338843,0.079338843,0.586242396,0.586242396,0.586242396
313,22443.5,22440,22447,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.989768444,0.989768444,0.989768444,0.98269954,0.98269954,0.98269954,22443.5,22440,22447,0.138228942,0.138228942,0.138228942,0,0,0,0,0,0,0.077669903,0.077669903,0.077669903,0,0,0,0,0,0,0.082235305,0.082235305,0.082235305,0.51919598,0.51919598,0.51919598
314,22451.5,22448,22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989278603,0.989278603,0.989278603,0.996100564,0.996100564,0.996100564,22451.5,22448,22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025618375,0.025618375,0.025618375,0.714326919,0.714326919,0.714326919
315,22459.5,22456,22463,0.631578947,0.631578947,0.631578947,0,0,0,0,0,0,0.615384615,0.615384615,0.615384615,0,0,0,0,0,0,0.884830414,0.884830414,0.884830414,0.990358451,0.990358451,0.990358451,22459.5,22456,22463,0.036923077,0.036923077,0.036923077,0,0,0,0,0,0,0.037094281,0.037094281,0.037094281,0,0,0,0,0,0,0.234613041,0.234613041,0.234613041,0.846340032,0.846340032,0.846340032
316,22467.5,22464,22471,0.598130841,0.598130841,0.598130841,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.97515528,0.97515528,0.97515528,0.98920401,0.98920401,0.98920401,22467.5,22464,22471,0.110918544,0.110918544,0.110918544,0,0,0,0,0,0,0.115732369,0.115732369,0.115732369,0,0,0,0,0,0,0.656077933,0.656077933,0.656077933,0.798289448,0.798289448,0.798289448
317,22475.5,22472,22479,0.727272727,0.727272727,0.727272727,0.254237288,0.254237288,0.254237288,0,0,0,0.719101124,0.719101124,0.719101124,0.258064516,0.258064516,0.258064516,0,0,0,0.988079615,0.988079615,0.988079615,0.985430273,0.985430273,0.985430273,22475.5,22472,22479,0.130612245,0.130612245,0.130612245,0.027051398,0.027051398,0.027051398,0,0,0,0.115523466,0.115523466,0.115523466,0.041131105,0.041131105,0.041131105,0,0,0,0.782891239,0.782891239,0.782891239,0.713972774,0.713972774,0.713972774
318,22483.5,22480,22487,0.776315789,0.776315789,0.776315789,0.524590164,0.524590164,0.524590164,0,0,0,0.769230769,0.769230769,0.769230769,0.444444444,0.444444444,0.444444444,0,0,0,0.948363703,0.948363703,0.948363703,0.895223271,0.895223271,0.895223271,22483.5,22480,22487,0.207381371,0.207381371,0.207381371,0.056140351,0.056140351,0.056140351,0,0,0,0.16954023,0.16954023,0.16954023,0.079110012,0.079110012,0.079110012,0,0,0,0.724774797,0.724774797,0.724774797,0.523286238,0.523286238,0.523286238
319,22491.5,22488,22495,0.804597701,0.804597701,0.804597701,0.520325203,0.520325203,0.520325203,0,0,0,0.906666667,0.906666667,0.906666667,0.512,0.512,0.512,0,0,0,0.988459534,0.988459534,0.988459534,0.966467958,0.966467958,0.966467958,22491.5,22488,22495,0.12195122,0.12195122,0.12195122,0.057040998,0.057040998,0.057040998,0,0,0,0.087179487,0.087179487,0.087179487,0.071991001,0.071991001,0.071991001,0,0,0,0.74200299,0.74200299,0.74200299,0.286006826,0.286006826,0.286006826
320,22499.5,22496,22503,0.780487805,0.780487805,0.780487805,0.653061224,0.653061224,0.653061224,0,0,0,0.864864865,0.864864865,0.864864865,0.561403509,0.561403509,0.561403509,0,0,0,0.995865328,0.995865328,0.995865328,1,1,1,22499.5,22496,22503,0.094256259,0.094256259,0.094256259,0.052980132,0.052980132,0.052980132,0,0,0,0.068230277,0.068230277,0.068230277,0.068085106,0.068085106,0.068085106,0,0,0,0.707087732,0.707087732,0.707087732,0.32169379,0.32169379,0.32169379
321,22507.5,22504,22511,0.578947368,0.578947368,0.578947368,0.376470588,0.376470588,0.376470588,0,0,0,0.771929825,0.771929825,0.771929825,0.311926606,0.311926606,0.311926606,0,0,0,0.991167878,0.991167878,0.991167878,0.948869565,0.948869565,0.948869565,22507.5,22504,22511,0.072368421,0.072368421,0.072368421,0.030798845,0.030798845,0.030798845,0,0,0,0.059701493,0.059701493,0.059701493,0.038461538,0.038461538,0.038461538,0,0,0,0.784292035,0.784292035,0.784292035,0.293103448,0.293103448,0.293103448
