validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,ft-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,ft-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,ft-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,ft-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,ft-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,ft-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,ft-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,ft-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,fb-Eii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MAX,fb-iEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MAX,fb-iEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MAX,fb-EEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MAX,fb-iiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MAX,fb-EiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MAX,fb-iii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MAX,fb-EEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MAX
2478,119547.5,119544,119551,1,1,1,0.895522388,0.895522388,0.895522388,0,0,0,0.956521739,0.956521739,0.956521739,0.885714286,0.885714286,0.885714286,0,0,0,0.999159252,0.999159252,0.999159252,0.993357179,0.993357179,0.993357179,119547.5,119544,119551,0.067669173,0.067669173,0.067669173,0.054054054,0.054054054,0.054054054,0,0,0,0.061016949,0.061016949,0.061016949,0.058270677,0.058270677,0.058270677,0,0,0,0.864325436,0.864325436,0.864325436,0.569159134,0.569159134,0.569159134
2479,119555.5,119552,119559,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.996949127,0.996949127,0.996949127,0.989264802,0.989264802,0.989264802,119555.5,119552,119559,0.188235294,0.188235294,0.188235294,0.054468085,0.054468085,0.054468085,0,0,0,0.133056133,0.133056133,0.133056133,0.066528067,0.066528067,0.066528067,0,0,0,0.833896301,0.833896301,0.833896301,0.609869957,0.609869957,0.609869957
2480,119563.5,119560,119567,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.995358746,0.995358746,0.995358746,0.980958634,0.980958634,0.980958634,119563.5,119560,119567,0.171581769,0.171581769,0.171581769,0.054283291,0.054283291,0.054283291,0,0,0,0.109777015,0.109777015,0.109777015,0.062015504,0.062015504,0.062015504,0,0,0,0.77945489,0.77945489,0.77945489,0.46300716,0.46300716,0.46300716
2481,119571.5,119568,119575,1,1,1,0.916666667,0.916666667,0.916666667,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.997931059,0.997931059,0.997931059,0.985507246,0.985507246,0.985507246,119571.5,119568,119575,0.151419558,0.151419558,0.151419558,0.04137931,0.04137931,0.04137931,0,0,0,0.101694915,0.101694915,0.101694915,0.037333333,0.037333333,0.037333333,0,0,0,0.83334621,0.83334621,0.83334621,0.369150327,0.369150327,0.369150327
2482,119579.5,119576,119583,0.956521739,0.956521739,0.956521739,0.941176471,0.941176471,0.941176471,0,0,0,0.92,0.92,0.92,0.955223881,0.955223881,0.955223881,0,0,0,0.998598349,0.998598349,0.998598349,0.995390335,0.995390335,0.995390335,119579.5,119576,119583,0.121883657,0.121883657,0.121883657,0.059925094,0.059925094,0.059925094,0,0,0,0.105769231,0.105769231,0.105769231,0.042981867,0.042981867,0.042981867,0,0,0,0.844834159,0.844834159,0.844834159,0.619757852,0.619757852,0.619757852
2483,119587.5,119584,119591,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.999798606,0.999798606,0.999798606,0.999867602,0.999867602,0.999867602,119587.5,119584,119591,0.187683284,0.187683284,0.187683284,0.060836502,0.060836502,0.060836502,0,0,0,0.172043011,0.172043011,0.172043011,0.043507818,0.043507818,0.043507818,0,0,0,0.858076605,0.858076605,0.858076605,0.672347018,0.672347018,0.672347018
2484,119595.5,119592,119599,1,1,1,0.49122807,0.49122807,0.49122807,0,0,0,1,1,1,0.549019608,0.549019608,0.549019608,0,0,0,0.992033384,0.992033384,0.992033384,0.965916612,0.965916612,0.965916612,119595.5,119592,119599,0.227758007,0.227758007,0.227758007,0.036082474,0.036082474,0.036082474,0,0,0,0.25498008,0.25498008,0.25498008,0.020280811,0.020280811,0.020280811,0,0,0,0.885684136,0.885684136,0.885684136,0.579430876,0.579430876,0.579430876
2485,119603.5,119600,119607,0.947368421,0.947368421,0.947368421,0.807017544,0.807017544,0.807017544,0,0,0,0.818181818,0.818181818,0.818181818,0.884615385,0.884615385,0.884615385,0,0,0,0.9943317,0.9943317,0.9943317,0.960102302,0.960102302,0.960102302,119603.5,119600,119607,0.078947368,0.078947368,0.078947368,0.09787234,0.09787234,0.09787234,0,0,0,0.06,0.06,0.06,0.041894353,0.041894353,0.041894353,0,0,0,0.93146976,0.93146976,0.93146976,0.780578898,0.780578898,0.780578898
2486,119611.5,119608,119615,0.923076923,0.923076923,0.923076923,0.984615385,0.984615385,0.984615385,0,0,0,0.925925926,0.925925926,0.925925926,0.927536232,0.927536232,0.927536232,0,0,0,0.999402051,0.999402051,0.999402051,0.998968008,0.998968008,0.998968008,119611.5,119608,119615,0.150470219,0.150470219,0.150470219,0.110344828,0.110344828,0.110344828,0,0,0,0.108597285,0.108597285,0.108597285,0.06743941,0.06743941,0.06743941,0,0,0,0.92835044,0.92835044,0.92835044,0.878742365,0.878742365,0.878742365
2487,119619.5,119616,119623,1,1,1,0.987341772,0.987341772,0.987341772,0,0,0,0.984615385,0.984615385,0.984615385,0.917647059,0.917647059,0.917647059,0,0,0,0.999292486,0.999292486,0.999292486,0.99946169,0.99946169,0.99946169,119619.5,119616,119623,0.147126437,0.147126437,0.147126437,0.13153457,0.13153457,0.13153457,0,0,0,0.133891213,0.133891213,0.133891213,0.092198582,0.092198582,0.092198582,0,0,0,0.933649518,0.933649518,0.933649518,0.829922078,0.829922078,0.829922078
2488,119627.5,119624,119631,1,1,1,0.886075949,0.886075949,0.886075949,0,0,0,0.984615385,0.984615385,0.984615385,0.972222222,0.972222222,0.972222222,0,0,0,0.999365885,0.999365885,0.999365885,0.998511462,0.998511462,0.998511462,119627.5,119624,119631,0.142222222,0.142222222,0.142222222,0.141129032,0.141129032,0.141129032,0,0,0,0.137634409,0.137634409,0.137634409,0.0875,0.0875,0.0875,0,0,0,0.797451529,0.797451529,0.797451529,0.43474222,0.43474222,0.43474222
2489,119635.5,119632,119639,1,1,1,1,1,1,0,0,0,0.933333333,0.933333333,0.933333333,0.96969697,0.96969697,0.96969697,0,0,0,0.999822517,0.999822517,0.999822517,0.999806339,0.999806339,0.999806339,119635.5,119632,119639,0.150943396,0.150943396,0.150943396,0.083009079,0.083009079,0.083009079,0,0,0,0.105263158,0.105263158,0.105263158,0.061657033,0.061657033,0.061657033,0,0,0,0.691861813,0.691861813,0.691861813,0.132488342,0.132488342,0.132488342
2490,119643.5,119640,119647,1,1,1,0.966666667,0.966666667,0.966666667,0,0,0,0.984615385,0.984615385,0.984615385,0.966666667,0.966666667,0.966666667,0,0,0,0.999524319,0.999524319,0.999524319,0.999807359,0.999807359,0.999807359,119643.5,119640,119647,0.131416838,0.131416838,0.131416838,0.04813278,0.04813278,0.04813278,0,0,0,0.093294461,0.093294461,0.093294461,0.056256062,0.056256062,0.056256062,0,0,0,0.551446157,0.551446157,0.551446157,0.225349522,0.225349522,0.225349522
2491,119651.5,119648,119655,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.997646633,0.997646633,0.997646633,0.987020535,0.987020535,0.987020535,119651.5,119648,119655,0.135306554,0.135306554,0.135306554,0,0,0,0,0,0,0.099071207,0.099071207,0.099071207,0,0,0,0,0,0,0.538713772,0.538713772,0.538713772,0.25005005,0.25005005,0.25005005
2492,119659.5,119656,119663,0.9,0.9,0.9,0.666666667,0.666666667,0.666666667,0,0,0,0.972972973,0.972972973,0.972972973,0.682926829,0.682926829,0.682926829,0,0,0,0.997001399,0.997001399,0.997001399,0.970433374,0.970433374,0.970433374,119659.5,119656,119663,0.076271186,0.076271186,0.076271186,0.018169113,0.018169113,0.018169113,0,0,0,0.061749571,0.061749571,0.061749571,0.025500911,0.025500911,0.025500911,0,0,0,0.676296171,0.676296171,0.676296171,0.12701909,0.12701909,0.12701909
2493,119667.5,119664,119671,0.978723404,0.978723404,0.978723404,0.955223881,0.955223881,0.955223881,0,0,0,0.92,0.92,0.92,0.941176471,0.941176471,0.941176471,0,0,0,0.999461071,0.999461071,0.999461071,0.998032787,0.998032787,0.998032787,119667.5,119664,119671,0.087619048,0.087619048,0.087619048,0.048854962,0.048854962,0.048854962,0,0,0,0.062246279,0.062246279,0.062246279,0.066945607,0.066945607,0.066945607,0,0,0,0.762533208,0.762533208,0.762533208,0.466389466,0.466389466,0.466389466
2494,119675.5,119672,119679,0.780487805,0.780487805,0.780487805,0.927536232,0.927536232,0.927536232,0,0,0,0.810126582,0.810126582,0.810126582,0.984615385,0.984615385,0.984615385,0,0,0,0.998398602,0.998398602,0.998398602,0.998973095,0.998973095,0.998973095,119675.5,119672,119679,0.106135987,0.106135987,0.106135987,0.050078247,0.050078247,0.050078247,0,0,0,0.07032967,0.07032967,0.07032967,0.054560955,0.054560955,0.054560955,0,0,0,0.71143766,0.71143766,0.71143766,0.424232887,0.424232887,0.424232887
2495,119683.5,119680,119687,0.984615385,0.984615385,0.984615385,0.966666667,0.966666667,0.966666667,0,0,0,0.984615385,0.984615385,0.984615385,0.933333333,0.933333333,0.933333333,0,0,0,0.999237722,0.999237722,0.999237722,0.997314604,0.997314604,0.997314604,119683.5,119680,119687,0.126984127,0.126984127,0.126984127,0.04798629,0.04798629,0.04798629,0,0,0,0.071910112,0.071910112,0.071910112,0.055335968,0.055335968,0.055335968,0,0,0,0.767813531,0.767813531,0.767813531,0.473812849,0.473812849,0.473812849
2496,119691.5,119688,119695,0.714285714,0.714285714,0.714285714,0.958333333,0.958333333,0.958333333,0,0,0,0.8,0.8,0.8,0.901960784,0.901960784,0.901960784,0,0,0,0.998287499,0.998287499,0.998287499,0.991710625,0.991710625,0.991710625,119691.5,119688,119695,0.071174377,0.071174377,0.071174377,0.043601896,0.043601896,0.043601896,0,0,0,0.062402496,0.062402496,0.062402496,0.03820598,0.03820598,0.03820598,0,0,0,0.810664841,0.810664841,0.810664841,0.207900208,0.207900208,0.207900208
2497,119699.5,119696,119703,0.927536232,0.927536232,0.927536232,0.984615385,0.984615385,0.984615385,0,0,0,0.927536232,0.927536232,0.927536232,0.96969697,0.96969697,0.96969697,0,0,0,0.997299986,0.997299986,0.997299986,0.985081695,0.985081695,0.985081695,119699.5,119696,119703,0.126984127,0.126984127,0.126984127,0.049459042,0.049459042,0.049459042,0,0,0,0.091038407,0.091038407,0.091038407,0.05203252,0.05203252,0.05203252,0,0,0,0.76221742,0.76221742,0.76221742,0.312899897,0.312899897,0.312899897
2498,119707.5,119704,119711,0.771084337,0.771084337,0.771084337,0.941176471,0.941176471,0.941176471,0,0,0,0.8,0.8,0.8,0.955223881,0.955223881,0.955223881,0,0,0,0.998509687,0.998509687,0.998509687,1,1,1,119707.5,119704,119711,0.184971098,0.184971098,0.184971098,0.051282051,0.051282051,0.051282051,0,0,0,0.103727715,0.103727715,0.103727715,0.057657658,0.057657658,0.057657658,0,0,0,0.78973428,0.78973428,0.78973428,0.38205784,0.38205784,0.38205784
2499,119715.5,119712,119719,1,1,1,0.8125,0.8125,0.8125,0,0,0,1,1,1,0.825396825,0.825396825,0.825396825,0,0,0,0.997952122,0.997952122,0.997952122,0.990401181,0.990401181,0.990401181,119715.5,119712,119719,0.283185841,0.283185841,0.283185841,0.046678636,0.046678636,0.046678636,0,0,0,0.135021097,0.135021097,0.135021097,0.04797048,0.04797048,0.04797048,0,0,0,0.842928709,0.842928709,0.842928709,0.332278481,0.332278481,0.332278481
2500,119723.5,119720,119727,1,1,1,0.925925926,0.925925926,0.925925926,0,0,0,0.888888889,0.888888889,0.888888889,0.925925926,0.925925926,0.925925926,0,0,0,0.998542422,0.998542422,0.998542422,0.987654321,0.987654321,0.987654321,119723.5,119720,119727,0.037914692,0.037914692,0.037914692,0.074738416,0.074738416,0.074738416,0,0,0,0.020434227,0.020434227,0.020434227,0.055991041,0.055991041,0.055991041,0,0,0,0.89291068,0.89291068,0.89291068,0.586042823,0.586042823,0.586042823
2501,119731.5,119728,119735,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.999829206,0.999829206,0.999829206,1,1,1,119731.5,119728,119735,0.094256259,0.094256259,0.094256259,0.060663507,0.060663507,0.060663507,0,0,0,0.053691275,0.053691275,0.053691275,0.075382803,0.075382803,0.075382803,0,0,0,0.806051713,0.806051713,0.806051713,0.74577016,0.74577016,0.74577016
2502,119739.5,119736,119743,0.831168831,0.831168831,0.831168831,0.831168831,0.831168831,0.831168831,0,0,0,0.888888889,0.888888889,0.888888889,0.842105263,0.842105263,0.842105263,0,0,0,0.997303198,0.997303198,0.997303198,0.998106272,0.998106272,0.998106272,119739.5,119736,119743,0.102893891,0.102893891,0.102893891,0.05203252,0.05203252,0.05203252,0,0,0,0.057813911,0.057813911,0.057813911,0.081841432,0.081841432,0.081841432,0,0,0,0.760243193,0.760243193,0.760243193,0.711338141,0.711338141,0.711338141
2503,119747.5,119744,119751,0.984615385,0.984615385,0.984615385,0.277777778,0.277777778,0.277777778,0,0,0,1,1,1,0.4,0.4,0.4,0,0,0,0.996958683,0.996958683,0.996958683,0.979792463,0.979792463,0.979792463,119747.5,119744,119751,0.134736842,0.134736842,0.134736842,0.008273009,0.008273009,0.008273009,0,0,0,0.089761571,0.089761571,0.089761571,0.011461318,0.011461318,0.011461318,0,0,0,0.829214531,0.829214531,0.829214531,0.635248547,0.635248547,0.635248547
2504,119755.5,119752,119759,0.857142857,0.857142857,0.857142857,0.98245614,0.98245614,0.98245614,0,0,0,0.6,0.6,0.6,1,1,1,0,0,0,0.999863023,0.999863023,0.999863023,0.997580157,0.997580157,0.997580157,119755.5,119752,119759,0.040540541,0.040540541,0.040540541,0.098939929,0.098939929,0.098939929,0,0,0,0.041666667,0.041666667,0.041666667,0.064301552,0.064301552,0.064301552,0,0,0,0.93852577,0.93852577,0.93852577,0.763565891,0.763565891,0.763565891
2505,119763.5,119760,119767,1,1,1,1,1,1,0,0,0,0.913043478,0.913043478,0.913043478,1,1,1,0,0,0,0.999473823,0.999473823,0.999473823,0.998752339,0.998752339,0.998752339,119763.5,119760,119767,0.174273859,0.174273859,0.174273859,0.084321476,0.084321476,0.084321476,0,0,0,0.174273859,0.174273859,0.174273859,0.073310424,0.073310424,0.073310424,0,0,0,0.909837631,0.909837631,0.909837631,0.852493219,0.852493219,0.852493219
2506,119771.5,119768,119775,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.999594576,0.999594576,0.999594576,1,1,1,119771.5,119768,119775,0.167101828,0.167101828,0.167101828,0.058500914,0.058500914,0.058500914,0,0,0,0.170212766,0.170212766,0.170212766,0.060037523,0.060037523,0.060037523,0,0,0,0.757394465,0.757394465,0.757394465,0.728286583,0.728286583,0.728286583
2507,119779.5,119776,119783,0.984615385,0.984615385,0.984615385,0.707692308,0.707692308,0.707692308,0,0,0,0.984615385,0.984615385,0.984615385,0.821428571,0.821428571,0.821428571,0,0,0,0.99827166,0.99827166,0.99827166,0.994503257,0.994503257,0.994503257,119779.5,119776,119783,0.120982987,0.120982987,0.120982987,0.050493963,0.050493963,0.050493963,0,0,0,0.121904762,0.121904762,0.121904762,0.044145873,0.044145873,0.044145873,0,0,0,0.809072338,0.809072338,0.809072338,0.755074938,0.755074938,0.755074938
2508,119787.5,119784,119791,0.9,0.9,0.9,0.27027027,0.27027027,0.27027027,0,0,0,0.9,0.9,0.9,0.476190476,0.476190476,0.476190476,0,0,0,0.998922601,0.998922601,0.998922601,0.988885877,0.988885877,0.988885877,119787.5,119784,119791,0.114164905,0.114164905,0.114164905,0.012484395,0.012484395,0.012484395,0,0,0,0.125,0.125,0.125,0.00984252,0.00984252,0.00984252,0,0,0,0.85721057,0.85721057,0.85721057,0.645946533,0.645946533,0.645946533
2509,119795.5,119792,119799,0.208333333,0.208333333,0.208333333,0.984615385,0.984615385,0.984615385,0,0,0,0.181818182,0.181818182,0.181818182,0.984615385,0.984615385,0.984615385,0,0,0,0.997115312,0.997115312,0.997115312,0.997195182,0.997195182,0.997195182,119795.5,119792,119799,0.022321429,0.022321429,0.022321429,0.060434372,0.060434372,0.060434372,0,0,0,0.02016129,0.02016129,0.02016129,0.073226545,0.073226545,0.073226545,0,0,0,0.829376544,0.829376544,0.829376544,0.575170068,0.575170068,0.575170068
2510,119803.5,119800,119807,0.62745098,0.62745098,0.62745098,0.96969697,0.96969697,0.96969697,0,0,0,0.646464646,0.646464646,0.646464646,0.984615385,0.984615385,0.984615385,0,0,0,0.996737979,0.996737979,0.996737979,0.999885097,0.999885097,0.999885097,119803.5,119800,119807,0.143497758,0.143497758,0.143497758,0.049921997,0.049921997,0.049921997,0,0,0,0.109589041,0.109589041,0.109589041,0.075829384,0.075829384,0.075829384,0,0,0,0.746670749,0.746670749,0.746670749,0.616894284,0.616894284,0.616894284
2511,119811.5,119808,119815,0.735632184,0.735632184,0.735632184,0.927536232,0.927536232,0.927536232,0,0,0,0.735632184,0.735632184,0.735632184,0.941176471,0.941176471,0.941176471,0,0,0,0.997205048,0.997205048,0.997205048,0.998737808,0.998737808,0.998737808,119811.5,119808,119815,0.135881104,0.135881104,0.135881104,0.069489685,0.069489685,0.069489685,0,0,0,0.100787402,0.100787402,0.100787402,0.094674556,0.094674556,0.094674556,0,0,0,0.810239455,0.810239455,0.810239455,0.721002506,0.721002506,0.721002506
2512,119819.5,119816,119823,1,1,1,0.470588235,0.470588235,0.470588235,0,0,0,1,1,1,0.8,0.8,0.8,0,0,0,0.99975964,0.99975964,0.99975964,0.991386991,0.991386991,0.991386991,119819.5,119816,119823,0.181132075,0.181132075,0.181132075,0.034482759,0.034482759,0.034482759,0,0,0,0.105263158,0.105263158,0.105263158,0.038004751,0.038004751,0.038004751,0,0,0,0.919976333,0.919976333,0.919976333,0.683867735,0.683867735,0.683867735
2513,119827.5,119824,119831,0.818181818,0.818181818,0.818181818,1,1,1,0,0,0,0.782608696,0.782608696,0.782608696,1,1,1,0,0,0,0.999818532,0.999818532,0.999818532,0.999185999,0.999185999,0.999185999,119827.5,119824,119831,0.079646018,0.079646018,0.079646018,0.092888244,0.092888244,0.092888244,0,0,0,0.057692308,0.057692308,0.057692308,0.087791495,0.087791495,0.087791495,0,0,0,0.914422965,0.914422965,0.914422965,0.713200575,0.713200575,0.713200575
2514,119835.5,119832,119839,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,119835.5,119832,119839,0.174863388,0.174863388,0.174863388,0.068449198,0.068449198,0.068449198,0,0,0,0.156862745,0.156862745,0.156862745,0.072976055,0.072976055,0.072976055,0,0,0,0.877203835,0.877203835,0.877203835,0.767614172,0.767614172,0.767614172
2515,119843.5,119840,119847,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.99992108,0.99992108,0.99992108,1,1,1,119843.5,119840,119847,0.135021097,0.135021097,0.135021097,0.068965517,0.068965517,0.068965517,0,0,0,0.14479638,0.14479638,0.14479638,0.070718232,0.070718232,0.070718232,0,0,0,0.870600782,0.870600782,0.870600782,0.765398673,0.765398673,0.765398673
2516,119851.5,119848,119855,0.983050847,0.983050847,0.983050847,0.666666667,0.666666667,0.666666667,0,0,0,0.983050847,0.983050847,0.983050847,0.733333333,0.733333333,0.733333333,0,0,0,0.999575672,0.999575672,0.999575672,0.994017708,0.994017708,0.994017708,119851.5,119848,119855,0.121338912,0.121338912,0.121338912,0.029333333,0.029333333,0.029333333,0,0,0,0.126086957,0.126086957,0.126086957,0.022289767,0.022289767,0.022289767,0,0,0,0.888524206,0.888524206,0.888524206,0.761665142,0.761665142,0.761665142
2517,119859.5,119856,119863,0.903225806,0.903225806,0.903225806,0.955223881,0.955223881,0.955223881,0,0,0,0.933333333,0.933333333,0.933333333,0.984615385,0.984615385,0.984615385,0,0,0,0.999128667,0.999128667,0.999128667,0.995716908,0.995716908,0.995716908,119859.5,119856,119863,0.067146283,0.067146283,0.067146283,0.055944056,0.055944056,0.055944056,0,0,0,0.06746988,0.06746988,0.06746988,0.054700855,0.054700855,0.054700855,0,0,0,0.808933812,0.808933812,0.808933812,0.515127067,0.515127067,0.515127067
2518,119867.5,119864,119871,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.999922258,0.999922258,0.999922258,1,1,1,119867.5,119864,119871,0.116788321,0.116788321,0.116788321,0.076738609,0.076738609,0.076738609,0,0,0,0.138528139,0.138528139,0.138528139,0.055944056,0.055944056,0.055944056,0,0,0,0.824714908,0.824714908,0.824714908,0.525194148,0.525194148,0.525194148
2519,119875.5,119872,119879,0.96969697,0.96969697,0.96969697,0.746268657,0.746268657,0.746268657,0,0,0,0.984615385,0.984615385,0.984615385,0.833333333,0.833333333,0.833333333,0,0,0,0.997370863,0.997370863,0.997370863,0.993249463,0.993249463,0.993249463,119875.5,119872,119879,0.109401709,0.109401709,0.109401709,0.07800312,0.07800312,0.07800312,0,0,0,0.144144144,0.144144144,0.144144144,0.046772685,0.046772685,0.046772685,0,0,0,0.847410875,0.847410875,0.847410875,0.638433211,0.638433211,0.638433211
2520,119883.5,119880,119887,0.9375,0.9375,0.9375,0.68,0.68,0.68,0,0,0,0.9375,0.9375,0.9375,0.755555556,0.755555556,0.755555556,0,0,0,0.997371136,0.997371136,0.997371136,0.974485597,0.974485597,0.974485597,119883.5,119880,119887,0.056497175,0.056497175,0.056497175,0.036519871,0.036519871,0.036519871,0,0,0,0.046296296,0.046296296,0.046296296,0.026013772,0.026013772,0.026013772,0,0,0,0.850372376,0.850372376,0.850372376,0.536973834,0.536973834,0.536973834
2521,119891.5,119888,119895,0.877192982,0.877192982,0.877192982,1,1,1,0,0,0,0.746268657,0.746268657,0.746268657,1,1,1,0,0,0,0.999085239,0.999085239,0.999085239,0.998800672,0.998800672,0.998800672,119891.5,119888,119895,0.088028169,0.088028169,0.088028169,0.060548723,0.060548723,0.060548723,0,0,0,0.058072009,0.058072009,0.058072009,0.061302682,0.061302682,0.061302682,0,0,0,0.79552594,0.79552594,0.79552594,0.724691358,0.724691358,0.724691358
2522,119899.5,119896,119903,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.999705895,0.999705895,0.999705895,1,1,1,119899.5,119896,119903,0.104065041,0.104065041,0.104065041,0.050078247,0.050078247,0.050078247,0,0,0,0.070407041,0.070407041,0.070407041,0.062561095,0.062561095,0.062561095,0,0,0,0.68679813,0.68679813,0.68679813,0.653665229,0.653665229,0.653665229
2523,119907.5,119904,119911,0.901408451,0.901408451,0.901408451,0.8,0.8,0.8,0,0,0,0.927536232,0.927536232,0.927536232,0.807692308,0.807692308,0.807692308,0,0,0,0.998931448,0.998931448,0.998931448,0.998883513,0.998883513,0.998883513,119907.5,119904,119911,0.106135987,0.106135987,0.106135987,0.030346821,0.030346821,0.030346821,0,0,0,0.075739645,0.075739645,0.075739645,0.03562341,0.03562341,0.03562341,0,0,0,0.612381422,0.612381422,0.612381422,0.599307159,0.599307159,0.599307159
2524,119915.5,119912,119919,0.698412698,0.698412698,0.698412698,0.416666667,0.416666667,0.416666667,0,0,0,0.709677419,0.709677419,0.709677419,0.689655172,0.689655172,0.689655172,0,0,0,0.993240503,0.993240503,0.993240503,0.946666667,0.946666667,0.946666667,119915.5,119912,119919,0.092827004,0.092827004,0.092827004,0.021715527,0.021715527,0.021715527,0,0,0,0.082089552,0.082089552,0.082089552,0.014695077,0.014695077,0.014695077,0,0,0,0.850212159,0.850212159,0.850212159,0.583732057,0.583732057,0.583732057
2525,119923.5,119920,119927,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.998631236,0.998631236,0.998631236,0.997791324,0.997791324,0.997791324,119923.5,119920,119927,0,0,0,0.087912088,0.087912088,0.087912088,0,0,0,0,0,0,0.048156509,0.048156509,0.048156509,0,0,0,0.769539249,0.769539249,0.769539249,0.270392068,0.270392068,0.270392068
2526,119931.5,119928,119935,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999277065,0.999277065,0.999277065,0.999860042,0.999860042,0.999860042,119931.5,119928,119935,0,0,0,0.079800499,0.079800499,0.079800499,0,0,0,0,0,0,0.057657658,0.057657658,0.057657658,0,0,0,0.495884446,0.495884446,0.495884446,0.12233162,0.12233162,0.12233162
