training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MAX
8806,92591,92591,92591,0.587732342,0.587732342,0.587732342,92591,92591,92591,0.551901235,0.551901235,0.551901235,92591,92591,92591,0.506256995,0.506256995,0.506256995,92591,92591,92591,0.435600262,0.435600262,0.435600262,92591,92591,92591,0.616427361,0.616427361,0.616427361,92591,92591,92591,0.62472885,0.62472885,0.62472885
8807,92600,92600,92600,0.474349254,0.474349254,0.474349254,92600,92600,92600,0.449845575,0.449845575,0.449845575,92600,92600,92600,0.418148719,0.418148719,0.418148719,92600,92600,92600,0.317748241,0.317748241,0.317748241,92600,92600,92600,0.546961326,0.546961326,0.546961326,92600,92600,92600,0.558295964,0.558295964,0.558295964
8808,92609,92609,92609,0.511141051,0.511141051,0.511141051,92609,92609,92609,0.460362525,0.460362525,0.460362525,92609,92609,92609,0.393764434,0.393764434,0.393764434,92609,92609,92609,0.317159464,0.317159464,0.317159464,92609,92609,92609,0.562968516,0.562968516,0.562968516,92609,92609,92609,0.577902098,0.577902098,0.577902098
8809,92618,92618,92618,0.496224881,0.496224881,0.496224881,92618,92618,92618,0.467775724,0.467775724,0.467775724,92618,92618,92618,0.417764007,0.417764007,0.417764007,92618,92618,92618,0.339338081,0.339338081,0.339338081,92618,92618,92618,0.571305565,0.571305565,0.571305565,92618,92618,92618,0.573469173,0.573469173,0.573469173
8810,92627,92627,92627,0.44788634,0.44788634,0.44788634,92627,92627,92627,0.428410089,0.428410089,0.428410089,92627,92627,92627,0.375554975,0.375554975,0.375554975,92627,92627,92627,0.300956799,0.300956799,0.300956799,92627,92627,92627,0.498352734,0.498352734,0.498352734,92627,92627,92627,0.513019152,0.513019152,0.513019152
8811,92636,92636,92636,0.478650783,0.478650783,0.478650783,92636,92636,92636,0.448737837,0.448737837,0.448737837,92636,92636,92636,0.40478972,0.40478972,0.40478972,92636,92636,92636,0.31684389,0.31684389,0.31684389,92636,92636,92636,0.546461538,0.546461538,0.546461538,92636,92636,92636,0.570225057,0.570225057,0.570225057
8812,92645,92645,92645,0.539151466,0.539151466,0.539151466,92645,92645,92645,0.48105018,0.48105018,0.48105018,92645,92645,92645,0.426126831,0.426126831,0.426126831,92645,92645,92645,0.349783341,0.349783341,0.349783341,92645,92645,92645,0.599572133,0.599572133,0.599572133,92645,92645,92645,0.618693285,0.618693285,0.618693285
8813,92654,92654,92654,0.488732993,0.488732993,0.488732993,92654,92654,92654,0.447812608,0.447812608,0.447812608,92654,92654,92654,0.400518318,0.400518318,0.400518318,92654,92654,92654,0.320596702,0.320596702,0.320596702,92654,92654,92654,0.54345926,0.54345926,0.54345926,92654,92654,92654,0.5552545,0.5552545,0.5552545
8814,92663,92663,92663,0.489251831,0.489251831,0.489251831,92663,92663,92663,0.439510534,0.439510534,0.439510534,92663,92663,92663,0.403785489,0.403785489,0.403785489,92663,92663,92663,0.343871326,0.343871326,0.343871326,92663,92663,92663,0.538953299,0.538953299,0.538953299,92663,92663,92663,0.550361654,0.550361654,0.550361654
8815,92672,92672,92672,0.438209253,0.438209253,0.438209253,92672,92672,92672,0.401377666,0.401377666,0.401377666,92672,92672,92672,0.365873445,0.365873445,0.365873445,92672,92672,92672,0.275567345,0.275567345,0.275567345,92672,92672,92672,0.511934531,0.511934531,0.511934531,92672,92672,92672,0.524904215,0.524904215,0.524904215
8816,92681,92681,92681,0.461373391,0.461373391,0.461373391,92681,92681,92681,0.414986251,0.414986251,0.414986251,92681,92681,92681,0.36368027,0.36368027,0.36368027,92681,92681,92681,0.292021277,0.292021277,0.292021277,92681,92681,92681,0.514348565,0.514348565,0.514348565,92681,92681,92681,0.523479449,0.523479449,0.523479449
8817,92690,92690,92690,0.556512924,0.556512924,0.556512924,92690,92690,92690,0.498762717,0.498762717,0.498762717,92690,92690,92690,0.447482014,0.447482014,0.447482014,92690,92690,92690,0.367449929,0.367449929,0.367449929,92690,92690,92690,0.59957477,0.59957477,0.59957477,92690,92690,92690,0.601919561,0.601919561,0.601919561
8818,92699,92699,92699,0.435556532,0.435556532,0.435556532,92699,92699,92699,0.418572095,0.418572095,0.418572095,92699,92699,92699,0.380651434,0.380651434,0.380651434,92699,92699,92699,0.305302625,0.305302625,0.305302625,92699,92699,92699,0.502972652,0.502972652,0.502972652,92699,92699,92699,0.512124151,0.512124151,0.512124151
8819,92708,92708,92708,0.525352908,0.525352908,0.525352908,92708,92708,92708,0.474448247,0.474448247,0.474448247,92708,92708,92708,0.406689472,0.406689472,0.406689472,92708,92708,92708,0.32265163,0.32265163,0.32265163,92708,92708,92708,0.592911494,0.592911494,0.592911494,92708,92708,92708,0.609141056,0.609141056,0.609141056
8820,92717,92717,92717,0.492913001,0.492913001,0.492913001,92717,92717,92717,0.461962948,0.461962948,0.461962948,92717,92717,92717,0.413290113,0.413290113,0.413290113,92717,92717,92717,0.335725795,0.335725795,0.335725795,92717,92717,92717,0.549167237,0.549167237,0.549167237,92717,92717,92717,0.575467498,0.575467498,0.575467498
8821,92726,92726,92726,0.474760893,0.474760893,0.474760893,92726,92726,92726,0.433860938,0.433860938,0.433860938,92726,92726,92726,0.381674934,0.381674934,0.381674934,92726,92726,92726,0.299624296,0.299624296,0.299624296,92726,92726,92726,0.537798811,0.537798811,0.537798811,92726,92726,92726,0.546731235,0.546731235,0.546731235
8822,92735,92735,92735,0.492656413,0.492656413,0.492656413,92735,92735,92735,0.456492799,0.456492799,0.456492799,92735,92735,92735,0.403340081,0.403340081,0.403340081,92735,92735,92735,0.3305131,0.3305131,0.3305131,92735,92735,92735,0.53649249,0.53649249,0.53649249,92735,92735,92735,0.546960732,0.546960732,0.546960732
8823,92744,92744,92744,0.514959202,0.514959202,0.514959202,92744,92744,92744,0.47816202,0.47816202,0.47816202,92744,92744,92744,0.443329253,0.443329253,0.443329253,92744,92744,92744,0.361247101,0.361247101,0.361247101,92744,92744,92744,0.57661248,0.57661248,0.57661248,92744,92744,92744,0.592924865,0.592924865,0.592924865
8824,92753,92753,92753,0.461172399,0.461172399,0.461172399,92753,92753,92753,0.423726838,0.423726838,0.423726838,92753,92753,92753,0.374673467,0.374673467,0.374673467,92753,92753,92753,0.302502109,0.302502109,0.302502109,92753,92753,92753,0.509236634,0.509236634,0.509236634,92753,92753,92753,0.533510034,0.533510034,0.533510034
8825,92762,92762,92762,0.52532255,0.52532255,0.52532255,92762,92762,92762,0.496873109,0.496873109,0.496873109,92762,92762,92762,0.444852941,0.444852941,0.444852941,92762,92762,92762,0.371021327,0.371021327,0.371021327,92762,92762,92762,0.599981579,0.599981579,0.599981579,92762,92762,92762,0.599799398,0.599799398,0.599799398
8826,92771,92771,92771,0.524195471,0.524195471,0.524195471,92771,92771,92771,0.488102812,0.488102812,0.488102812,92771,92771,92771,0.451164035,0.451164035,0.451164035,92771,92771,92771,0.38663001,0.38663001,0.38663001,92771,92771,92771,0.573244291,0.573244291,0.573244291,92771,92771,92771,0.576289096,0.576289096,0.576289096
8827,92780,92780,92780,0.537834692,0.537834692,0.537834692,92780,92780,92780,0.508643091,0.508643091,0.508643091,92780,92780,92780,0.473495785,0.473495785,0.473495785,92780,92780,92780,0.394011229,0.394011229,0.394011229,92780,92780,92780,0.602545969,0.602545969,0.602545969,92780,92780,92780,0.611359658,0.611359658,0.611359658
8828,92789,92789,92789,0.495378928,0.495378928,0.495378928,92789,92789,92789,0.442509757,0.442509757,0.442509757,92789,92789,92789,0.390569257,0.390569257,0.390569257,92789,92789,92789,0.289643745,0.289643745,0.289643745,92789,92789,92789,0.564328242,0.564328242,0.564328242,92789,92789,92789,0.58301551,0.58301551,0.58301551
8829,92798,92798,92798,0.487135157,0.487135157,0.487135157,92798,92798,92798,0.45038086,0.45038086,0.45038086,92798,92798,92798,0.420703384,0.420703384,0.420703384,92798,92798,92798,0.368146214,0.368146214,0.368146214,92798,92798,92798,0.531591625,0.531591625,0.531591625,92798,92798,92798,0.547202959,0.547202959,0.547202959
8830,92807,92807,92807,0.538409854,0.538409854,0.538409854,92807,92807,92807,0.477654974,0.477654974,0.477654974,92807,92807,92807,0.441932679,0.441932679,0.441932679,92807,92807,92807,0.350268484,0.350268484,0.350268484,92807,92807,92807,0.577922078,0.577922078,0.577922078,92807,92807,92807,0.594500664,0.594500664,0.594500664
8831,92816,92816,92816,0.522969691,0.522969691,0.522969691,92816,92816,92816,0.481366101,0.481366101,0.481366101,92816,92816,92816,0.417860152,0.417860152,0.417860152,92816,92816,92816,0.348334466,0.348334466,0.348334466,92816,92816,92816,0.570157625,0.570157625,0.570157625,92816,92816,92816,0.579707391,0.579707391,0.579707391
8832,92825,92825,92825,0.445053576,0.445053576,0.445053576,92825,92825,92825,0.405590646,0.405590646,0.405590646,92825,92825,92825,0.357748869,0.357748869,0.357748869,92825,92825,92825,0.300876788,0.300876788,0.300876788,92825,92825,92825,0.521562887,0.521562887,0.521562887,92825,92825,92825,0.529798422,0.529798422,0.529798422
8833,92834,92834,92834,0.551086082,0.551086082,0.551086082,92834,92834,92834,0.509925011,0.509925011,0.509925011,92834,92834,92834,0.448390009,0.448390009,0.448390009,92834,92834,92834,0.342617936,0.342617936,0.342617936,92834,92834,92834,0.627568922,0.627568922,0.627568922,92834,92834,92834,0.658206223,0.658206223,0.658206223
8834,92843,92843,92843,0.470531284,0.470531284,0.470531284,92843,92843,92843,0.410784688,0.410784688,0.410784688,92843,92843,92843,0.385416667,0.385416667,0.385416667,92843,92843,92843,0.302761204,0.302761204,0.302761204,92843,92843,92843,0.528122882,0.528122882,0.528122882,92843,92843,92843,0.537396122,0.537396122,0.537396122
8835,92852,92852,92852,0.520490798,0.520490798,0.520490798,92852,92852,92852,0.456107633,0.456107633,0.456107633,92852,92852,92852,0.411975717,0.411975717,0.411975717,92852,92852,92852,0.324508209,0.324508209,0.324508209,92852,92852,92852,0.588077095,0.588077095,0.588077095,92852,92852,92852,0.607810227,0.607810227,0.607810227
8836,92861,92861,92861,0.536739199,0.536739199,0.536739199,92861,92861,92861,0.474305634,0.474305634,0.474305634,92861,92861,92861,0.40888154,0.40888154,0.40888154,92861,92861,92861,0.33752381,0.33752381,0.33752381,92861,92861,92861,0.601067443,0.601067443,0.601067443,92861,92861,92861,0.616617938,0.616617938,0.616617938
8837,92870,92870,92870,0.501351873,0.501351873,0.501351873,92870,92870,92870,0.448367892,0.448367892,0.448367892,92870,92870,92870,0.416439505,0.416439505,0.416439505,92870,92870,92870,0.339426766,0.339426766,0.339426766,92870,92870,92870,0.545471214,0.545471214,0.545471214,92870,92870,92870,0.565334773,0.565334773,0.565334773
8838,92879,92879,92879,0.470261018,0.470261018,0.470261018,92879,92879,92879,0.43327674,0.43327674,0.43327674,92879,92879,92879,0.388876173,0.388876173,0.388876173,92879,92879,92879,0.31050345,0.31050345,0.31050345,92879,92879,92879,0.520731945,0.520731945,0.520731945,92879,92879,92879,0.538969112,0.538969112,0.538969112
8839,92888,92888,92888,0.518615284,0.518615284,0.518615284,92888,92888,92888,0.488740809,0.488740809,0.488740809,92888,92888,92888,0.426145016,0.426145016,0.426145016,92888,92888,92888,0.339622642,0.339622642,0.339622642,92888,92888,92888,0.587870648,0.587870648,0.587870648,92888,92888,92888,0.593765865,0.593765865,0.593765865
8840,92897,92897,92897,0.561423651,0.561423651,0.561423651,92897,92897,92897,0.536350891,0.536350891,0.536350891,92897,92897,92897,0.483041058,0.483041058,0.483041058,92897,92897,92897,0.406623735,0.406623735,0.406623735,92897,92897,92897,0.614678899,0.614678899,0.614678899,92897,92897,92897,0.619903863,0.619903863,0.619903863
8841,92906,92906,92906,0.501933216,0.501933216,0.501933216,92906,92906,92906,0.449273531,0.449273531,0.449273531,92906,92906,92906,0.385169379,0.385169379,0.385169379,92906,92906,92906,0.311875367,0.311875367,0.311875367,92906,92906,92906,0.572453069,0.572453069,0.572453069,92906,92906,92906,0.581446773,0.581446773,0.581446773
8842,92915,92915,92915,0.490078666,0.490078666,0.490078666,92915,92915,92915,0.438747158,0.438747158,0.438747158,92915,92915,92915,0.368274213,0.368274213,0.368274213,92915,92915,92915,0.294938918,0.294938918,0.294938918,92915,92915,92915,0.570807521,0.570807521,0.570807521,92915,92915,92915,0.578725201,0.578725201,0.578725201
8843,92924,92924,92924,0.546574615,0.546574615,0.546574615,92924,92924,92924,0.491940826,0.491940826,0.491940826,92924,92924,92924,0.440253019,0.440253019,0.440253019,92924,92924,92924,0.355419473,0.355419473,0.355419473,92924,92924,92924,0.598601949,0.598601949,0.598601949,92924,92924,92924,0.602889496,0.602889496,0.602889496
8844,92933,92933,92933,0.530505784,0.530505784,0.530505784,92933,92933,92933,0.484350827,0.484350827,0.484350827,92933,92933,92933,0.419816514,0.419816514,0.419816514,92933,92933,92933,0.339449541,0.339449541,0.339449541,92933,92933,92933,0.592592593,0.592592593,0.592592593,92933,92933,92933,0.600376806,0.600376806,0.600376806
8845,92942,92942,92942,0.532730302,0.532730302,0.532730302,92942,92942,92942,0.489973845,0.489973845,0.489973845,92942,92942,92942,0.445848604,0.445848604,0.445848604,92942,92942,92942,0.3586734,0.3586734,0.3586734,92942,92942,92942,0.580886521,0.580886521,0.580886521,92942,92942,92942,0.593942103,0.593942103,0.593942103
8846,92951,92951,92951,0.484979085,0.484979085,0.484979085,92951,92951,92951,0.423881424,0.423881424,0.423881424,92951,92951,92951,0.368945669,0.368945669,0.368945669,92951,92951,92951,0.307990459,0.307990459,0.307990459,92951,92951,92951,0.535485402,0.535485402,0.535485402,92951,92951,92951,0.563917646,0.563917646,0.563917646
8847,92960,92960,92960,0.484628474,0.484628474,0.484628474,92960,92960,92960,0.427119484,0.427119484,0.427119484,92960,92960,92960,0.362296354,0.362296354,0.362296354,92960,92960,92960,0.285836177,0.285836177,0.285836177,92960,92960,92960,0.562435924,0.562435924,0.562435924,92960,92960,92960,0.57549629,0.57549629,0.57549629
8848,92969,92969,92969,0.458206594,0.458206594,0.458206594,92969,92969,92969,0.420845366,0.420845366,0.420845366,92969,92969,92969,0.39292517,0.39292517,0.39292517,92969,92969,92969,0.320763154,0.320763154,0.320763154,92969,92969,92969,0.509066336,0.509066336,0.509066336,92969,92969,92969,0.516746411,0.516746411,0.516746411
8849,92978,92978,92978,0.584260516,0.584260516,0.584260516,92978,92978,92978,0.527367384,0.527367384,0.527367384,92978,92978,92978,0.469404862,0.469404862,0.469404862,92978,92978,92978,0.384548861,0.384548861,0.384548861,92978,92978,92978,0.642821159,0.642821159,0.642821159,92978,92978,92978,0.657696581,0.657696581,0.657696581
8850,92987,92987,92987,0.504212435,0.504212435,0.504212435,92987,92987,92987,0.454941374,0.454941374,0.454941374,92987,92987,92987,0.401546157,0.401546157,0.401546157,92987,92987,92987,0.331737674,0.331737674,0.331737674,92987,92987,92987,0.568792457,0.568792457,0.568792457,92987,92987,92987,0.589308737,0.589308737,0.589308737
8851,92996,92996,92996,0.539613082,0.539613082,0.539613082,92996,92996,92996,0.477915633,0.477915633,0.477915633,92996,92996,92996,0.428790984,0.428790984,0.428790984,92996,92996,92996,0.33837535,0.33837535,0.33837535,92996,92996,92996,0.597204019,0.597204019,0.597204019,92996,92996,92996,0.615929584,0.615929584,0.615929584
8852,93005,93005,93005,0.508070979,0.508070979,0.508070979,93005,93005,93005,0.439866782,0.439866782,0.439866782,93005,93005,93005,0.400963597,0.400963597,0.400963597,93005,93005,93005,0.319372503,0.319372503,0.319372503,93005,93005,93005,0.552314909,0.552314909,0.552314909,93005,93005,93005,0.557230708,0.557230708,0.557230708
8853,93014,93014,93014,0.521316888,0.521316888,0.521316888,93014,93014,93014,0.487646162,0.487646162,0.487646162,93014,93014,93014,0.428332287,0.428332287,0.428332287,93014,93014,93014,0.351847704,0.351847704,0.351847704,93014,93014,93014,0.575352238,0.575352238,0.575352238,93014,93014,93014,0.590826951,0.590826951,0.590826951
8854,93023,93023,93023,0.489652977,0.489652977,0.489652977,93023,93023,93023,0.447374352,0.447374352,0.447374352,93023,93023,93023,0.393135725,0.393135725,0.393135725,93023,93023,93023,0.299506601,0.299506601,0.299506601,93023,93023,93023,0.558166634,0.558166634,0.558166634,93023,93023,93023,0.573041232,0.573041232,0.573041232
8855,93032,93032,93032,0.541249404,0.541249404,0.541249404,93032,93032,93032,0.512702668,0.512702668,0.512702668,93032,93032,93032,0.45740498,0.45740498,0.45740498,93032,93032,93032,0.370648844,0.370648844,0.370648844,93032,93032,93032,0.620621063,0.620621063,0.620621063,93032,93032,93032,0.63470569,0.63470569,0.63470569
8856,93041,93041,93041,0.468609865,0.468609865,0.468609865,93041,93041,93041,0.437864193,0.437864193,0.437864193,93041,93041,93041,0.379318735,0.379318735,0.379318735,93041,93041,93041,0.304347826,0.304347826,0.304347826,93041,93041,93041,0.55675398,0.55675398,0.55675398,93041,93041,93041,0.572153956,0.572153956,0.572153956
8857,93050,93050,93050,0.468585326,0.468585326,0.468585326,93050,93050,93050,0.422817331,0.422817331,0.422817331,93050,93050,93050,0.378264925,0.378264925,0.378264925,93050,93050,93050,0.322564103,0.322564103,0.322564103,93050,93050,93050,0.51048043,0.51048043,0.51048043,93050,93050,93050,0.518269406,0.518269406,0.518269406
8858,93059,93059,93059,0.460040752,0.460040752,0.460040752,93059,93059,93059,0.402774456,0.402774456,0.402774456,93059,93059,93059,0.351044339,0.351044339,0.351044339,93059,93059,93059,0.2759698,0.2759698,0.2759698,93059,93059,93059,0.545622309,0.545622309,0.545622309,93059,93059,93059,0.558234992,0.558234992,0.558234992
8859,93068,93068,93068,0.470048098,0.470048098,0.470048098,93068,93068,93068,0.416646735,0.416646735,0.416646735,93068,93068,93068,0.381256133,0.381256133,0.381256133,93068,93068,93068,0.296447738,0.296447738,0.296447738,93068,93068,93068,0.55492501,0.55492501,0.55492501,93068,93068,93068,0.546994756,0.546994756,0.546994756
8860,97520,97520,97520,0.473582801,0.473582801,0.473582801,97520,97520,97520,0.428696031,0.428696031,0.428696031,97520,97520,97520,0.387119114,0.387119114,0.387119114,97520,97520,97520,0.309415288,0.309415288,0.309415288,97520,97520,97520,0.531721505,0.531721505,0.531721505,97520,97520,97520,0.533741227,0.533741227,0.533741227
8861,97529,97529,97529,0.608905348,0.608905348,0.608905348,97529,97529,97529,0.569665715,0.569665715,0.569665715,97529,97529,97529,0.540766816,0.540766816,0.540766816,97529,97529,97529,0.456985407,0.456985407,0.456985407,97529,97529,97529,0.653618127,0.653618127,0.653618127,97529,97529,97529,0.660118192,0.660118192,0.660118192
8862,97538,97538,97538,0.566473988,0.566473988,0.566473988,97538,97538,97538,0.511663903,0.511663903,0.511663903,97538,97538,97538,0.452443933,0.452443933,0.452443933,97538,97538,97538,0.37060861,0.37060861,0.37060861,97538,97538,97538,0.626691729,0.626691729,0.626691729,97538,97538,97538,0.634388807,0.634388807,0.634388807
8863,97547,97547,97547,0.443498818,0.443498818,0.443498818,97547,97547,97547,0.407090932,0.407090932,0.407090932,97547,97547,97547,0.363114754,0.363114754,0.363114754,97547,97547,97547,0.293561725,0.293561725,0.293561725,97547,97547,97547,0.499042757,0.499042757,0.499042757,97547,97547,97547,0.522731948,0.522731948,0.522731948
8864,97556,97556,97556,0.40772438,0.40772438,0.40772438,97556,97556,97556,0.37964775,0.37964775,0.37964775,97556,97556,97556,0.34263139,0.34263139,0.34263139,97556,97556,97556,0.285527861,0.285527861,0.285527861,97556,97556,97556,0.460125864,0.460125864,0.460125864,97556,97556,97556,0.483678344,0.483678344,0.483678344
8865,97565,97565,97565,0.487908783,0.487908783,0.487908783,97565,97565,97565,0.44956229,0.44956229,0.44956229,97565,97565,97565,0.390798226,0.390798226,0.390798226,97565,97565,97565,0.318181818,0.318181818,0.318181818,97565,97565,97565,0.55054008,0.55054008,0.55054008,97565,97565,97565,0.545777383,0.545777383,0.545777383
8866,97574,97574,97574,0.519821665,0.519821665,0.519821665,97574,97574,97574,0.471109985,0.471109985,0.471109985,97574,97574,97574,0.405452359,0.405452359,0.405452359,97574,97574,97574,0.322470955,0.322470955,0.322470955,97574,97574,97574,0.574344343,0.574344343,0.574344343,97574,97574,97574,0.592431492,0.592431492,0.592431492
8867,97583,97583,97583,0.549309286,0.549309286,0.549309286,97583,97583,97583,0.518738846,0.518738846,0.518738846,97583,97583,97583,0.463373443,0.463373443,0.463373443,97583,97583,97583,0.38828899,0.38828899,0.38828899,97583,97583,97583,0.609401787,0.609401787,0.609401787,97583,97583,97583,0.609886202,0.609886202,0.609886202
8868,97592,97592,97592,0.49,0.49,0.49,97592,97592,97592,0.445117688,0.445117688,0.445117688,97592,97592,97592,0.416446261,0.416446261,0.416446261,97592,97592,97592,0.344017367,0.344017367,0.344017367,97592,97592,97592,0.551833499,0.551833499,0.551833499,97592,97592,97592,0.569320083,0.569320083,0.569320083
8869,97601,97601,97601,0.495149208,0.495149208,0.495149208,97601,97601,97601,0.439055849,0.439055849,0.439055849,97601,97601,97601,0.384185412,0.384185412,0.384185412,97601,97601,97601,0.301062397,0.301062397,0.301062397,97601,97601,97601,0.556687622,0.556687622,0.556687622,97601,97601,97601,0.561885636,0.561885636,0.561885636
8870,97610,97610,97610,0.458308763,0.458308763,0.458308763,97610,97610,97610,0.413513855,0.413513855,0.413513855,97610,97610,97610,0.358165039,0.358165039,0.358165039,97610,97610,97610,0.29550997,0.29550997,0.29550997,97610,97610,97610,0.525714286,0.525714286,0.525714286,97610,97610,97610,0.526192753,0.526192753,0.526192753
8871,97619,97619,97619,0.487669854,0.487669854,0.487669854,97619,97619,97619,0.435141981,0.435141981,0.435141981,97619,97619,97619,0.375867441,0.375867441,0.375867441,97619,97619,97619,0.309706546,0.309706546,0.309706546,97619,97619,97619,0.551557093,0.551557093,0.551557093,97619,97619,97619,0.560624929,0.560624929,0.560624929
8872,97628,97628,97628,0.50164861,0.50164861,0.50164861,97628,97628,97628,0.462911743,0.462911743,0.462911743,97628,97628,97628,0.392990594,0.392990594,0.392990594,97628,97628,97628,0.310922064,0.310922064,0.310922064,97628,97628,97628,0.592714145,0.592714145,0.592714145,97628,97628,97628,0.596191301,0.596191301,0.596191301
8873,97637,97637,97637,0.560731759,0.560731759,0.560731759,97637,97637,97637,0.519333258,0.519333258,0.519333258,97637,97637,97637,0.452789954,0.452789954,0.452789954,97637,97637,97637,0.375326712,0.375326712,0.375326712,97637,97637,97637,0.614524043,0.614524043,0.614524043,97637,97637,97637,0.626154594,0.626154594,0.626154594
8874,97646,97646,97646,0.538549531,0.538549531,0.538549531,97646,97646,97646,0.490388103,0.490388103,0.490388103,97646,97646,97646,0.429624079,0.429624079,0.429624079,97646,97646,97646,0.356416859,0.356416859,0.356416859,97646,97646,97646,0.59818473,0.59818473,0.59818473,97646,97646,97646,0.606079665,0.606079665,0.606079665
8875,97655,97655,97655,0.531177232,0.531177232,0.531177232,97655,97655,97655,0.49122807,0.49122807,0.49122807,97655,97655,97655,0.441525061,0.441525061,0.441525061,97655,97655,97655,0.340878019,0.340878019,0.340878019,97655,97655,97655,0.59864105,0.59864105,0.59864105,97655,97655,97655,0.609026019,0.609026019,0.609026019
8876,97664,97664,97664,0.532635253,0.532635253,0.532635253,97664,97664,97664,0.504438395,0.504438395,0.504438395,97664,97664,97664,0.446283033,0.446283033,0.446283033,97664,97664,97664,0.368469779,0.368469779,0.368469779,97664,97664,97664,0.603830106,0.603830106,0.603830106,97664,97664,97664,0.613112694,0.613112694,0.613112694
8877,97673,97673,97673,0.567509161,0.567509161,0.567509161,97673,97673,97673,0.524037502,0.524037502,0.524037502,97673,97673,97673,0.46053187,0.46053187,0.46053187,97673,97673,97673,0.4,0.4,0.4,97673,97673,97673,0.626204741,0.626204741,0.626204741,97673,97673,97673,0.635884133,0.635884133,0.635884133
8878,97682,97682,97682,0.520881289,0.520881289,0.520881289,97682,97682,97682,0.499357402,0.499357402,0.499357402,97682,97682,97682,0.449773324,0.449773324,0.449773324,97682,97682,97682,0.387196298,0.387196298,0.387196298,97682,97682,97682,0.577583579,0.577583579,0.577583579,97682,97682,97682,0.588292874,0.588292874,0.588292874
8879,97691,97691,97691,0.488048101,0.488048101,0.488048101,97691,97691,97691,0.451988056,0.451988056,0.451988056,97691,97691,97691,0.401657635,0.401657635,0.401657635,97691,97691,97691,0.304683479,0.304683479,0.304683479,97691,97691,97691,0.543233338,0.543233338,0.543233338,97691,97691,97691,0.554188482,0.554188482,0.554188482
8880,97700,97700,97700,0.474226804,0.474226804,0.474226804,97700,97700,97700,0.449821588,0.449821588,0.449821588,97700,97700,97700,0.402183803,0.402183803,0.402183803,97700,97700,97700,0.324582924,0.324582924,0.324582924,97700,97700,97700,0.538630905,0.538630905,0.538630905,97700,97700,97700,0.56490952,0.56490952,0.56490952
8881,97709,97709,97709,0.543207223,0.543207223,0.543207223,97709,97709,97709,0.501948201,0.501948201,0.501948201,97709,97709,97709,0.440441883,0.440441883,0.440441883,97709,97709,97709,0.355222337,0.355222337,0.355222337,97709,97709,97709,0.600829548,0.600829548,0.600829548,97709,97709,97709,0.611009351,0.611009351,0.611009351
8882,97718,97718,97718,0.490466798,0.490466798,0.490466798,97718,97718,97718,0.447807202,0.447807202,0.447807202,97718,97718,97718,0.400630915,0.400630915,0.400630915,97718,97718,97718,0.311178707,0.311178707,0.311178707,97718,97718,97718,0.564363464,0.564363464,0.564363464,97718,97718,97718,0.563727199,0.563727199,0.563727199
