validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX
2278,117947.5,117944,117951,1,1,1,0.711111111,0.711111111,0.711111111,0,0,0,0.96969697,0.96969697,0.96969697,0.761904762,0.761904762,0.761904762,0,0,0,0.997389034,0.997389034,0.997389034,0.998870521,0.998870521,0.998870521
2279,117955.5,117952,117959,0.961538462,0.961538462,0.961538462,0.454545455,0.454545455,0.454545455,0,0,0,1,1,1,0.625,0.625,0.625,0,0,0,0.998505776,0.998505776,0.998505776,0.988258706,0.988258706,0.988258706
2280,117963.5,117960,117967,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999910746,0.999910746,0.999910746,0.998513527,0.998513527,0.998513527
2281,117971.5,117968,117975,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999194316,0.999194316,0.999194316,0.999310601,0.999310601,0.999310601
2282,117979.5,117976,117983,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0,0,0,0.807017544,0.807017544,0.807017544,0,0,0,0.969719909,0.969719909,0.969719909,0.995813097,0.995813097,0.995813097
2283,117987.5,117984,117991,0.260869565,0.260869565,0.260869565,0.895522388,0.895522388,0.895522388,0,0,0,0.266666667,0.266666667,0.266666667,0.9375,0.9375,0.9375,0,0,0,0.116646416,0.116646416,0.116646416,0.974584586,0.974584586,0.974584586
2284,117995.5,117992,117999,0.64,0.64,0.64,0.869565217,0.869565217,0.869565217,0,0,0,0.581818182,0.581818182,0.581818182,0.847457627,0.847457627,0.847457627,0,0,0,0.871069182,0.871069182,0.871069182,0.967778491,0.967778491,0.967778491
2285,118003.5,118000,118007,0.746268657,0.746268657,0.746268657,0.977099237,0.977099237,0.977099237,0,0,0,0.714285714,0.714285714,0.714285714,0.920863309,0.920863309,0.920863309,0,0,0,0.911961722,0.911961722,0.911961722,0.96545332,0.96545332,0.96545332
2286,118011.5,118008,118015,0.948148148,0.948148148,0.948148148,0.872340426,0.872340426,0.872340426,0,0,0,0.962406015,0.962406015,0.962406015,0.738738739,0.738738739,0.738738739,0,0,0,0.989837761,0.989837761,0.989837761,0.986440678,0.986440678,0.986440678
2287,118019.5,118016,118023,0.95890411,0.95890411,0.95890411,0.735632184,0.735632184,0.735632184,0,0,0,0.95890411,0.95890411,0.95890411,0.653465347,0.653465347,0.653465347,0,0,0,0.99845749,0.99845749,0.99845749,0.992595479,0.992595479,0.992595479
2288,118027.5,118024,118031,0.96969697,0.96969697,0.96969697,0.8,0.8,0.8,0,0,0,0.956521739,0.956521739,0.956521739,0.853333333,0.853333333,0.853333333,0,0,0,0.984891575,0.984891575,0.984891575,0.962624416,0.962624416,0.962624416
2289,118035.5,118032,118039,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.99960483,0.99960483,0.99960483,0.999063378,0.999063378,0.999063378
2290,118043.5,118040,118047,0.955223881,0.955223881,0.955223881,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.901408451,0.901408451,0.901408451,0,0,0,0.99934121,0.99934121,0.99934121,0.998645128,0.998645128,0.998645128
2291,118051.5,118048,118055,0.719101124,0.719101124,0.719101124,0.294117647,0.294117647,0.294117647,0,0,0,0.810126582,0.810126582,0.810126582,0.37037037,0.37037037,0.37037037,0,0,0,0.997693624,0.997693624,0.997693624,0.990052451,0.990052451,0.990052451
2292,118059.5,118056,118063,0.8,0.8,0.8,0.9375,0.9375,0.9375,0,0,0,0.87804878,0.87804878,0.87804878,0.923076923,0.923076923,0.923076923,0,0,0,0.998030804,0.998030804,0.998030804,0.989214949,0.989214949,0.989214949
2293,118067.5,118064,118071,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999851522,0.999851522,0.999851522,1,1,1
2294,118075.5,118072,118079,1,1,1,0.864864865,0.864864865,0.864864865,0,0,0,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,0.998438778,0.998438778,0.998438778,0.996336996,0.996336996,0.996336996
2295,118083.5,118080,118087,0.952380952,0.952380952,0.952380952,0.977777778,0.977777778,0.977777778,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.999561211,0.999561211,0.999561211,0.995774648,0.995774648,0.995774648
2296,118091.5,118088,118095,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999883725,0.999883725,0.999883725,0.997758853,0.997758853,0.997758853
2297,118099.5,118096,118103,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999933311,0.999933311,0.999933311,0.999543118,0.999543118,0.999543118
2298,118107.5,118104,118111,0.666666667,0.666666667,0.666666667,1,1,1,0,0,0,0.625,0.625,0.625,0.964285714,0.964285714,0.964285714,0,0,0,0.999133899,0.999133899,0.999133899,0.999625833,0.999625833,0.999625833
2299,118115.5,118112,118119,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.999442345,0.999442345,0.999442345,0.999633297,0.999633297,0.999633297
2300,118123.5,118120,118127,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.999445808,0.999445808,0.999445808,0.999447361,0.999447361,0.999447361
2301,118131.5,118128,118135,0.869565217,0.869565217,0.869565217,0.936170213,0.936170213,0.936170213,0,0,0,0.833333333,0.833333333,0.833333333,1,1,1,0,0,0,0.989425982,0.989425982,0.989425982,0.909306461,0.909306461,0.909306461
2302,118139.5,118136,118143,0.846153846,0.846153846,0.846153846,1,1,1,0,0,0,0.628571429,0.628571429,0.628571429,1,1,1,0,0,0,0.99861885,0.99861885,0.99861885,0.997031605,0.997031605,0.997031605
2303,118147.5,118144,118151,0.955223881,0.955223881,0.955223881,0.914285714,0.914285714,0.914285714,0,0,0,0.914285714,0.914285714,0.914285714,0.941176471,0.941176471,0.941176471,0,0,0,0.998429813,0.998429813,0.998429813,0.999170375,0.999170375,0.999170375
2304,118155.5,118152,118159,0.914285714,0.914285714,0.914285714,0.58974359,0.58974359,0.58974359,0,0,0,0.864864865,0.864864865,0.864864865,0.666666667,0.666666667,0.666666667,0,0,0,0.997392961,0.997392961,0.997392961,0.996130904,0.996130904,0.996130904
2305,118163.5,118160,118167,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.999402896,0.999402896,0.999402896,0.991887125,0.991887125,0.991887125
2306,118171.5,118168,118175,0.75,0.75,0.75,0.966666667,0.966666667,0.966666667,0,0,0,0.782608696,0.782608696,0.782608696,0.966666667,0.966666667,0.966666667,0,0,0,0.997480937,0.997480937,0.997480937,0.983606557,0.983606557,0.983606557
2307,118179.5,118176,118183,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.999751923,0.999751923,0.999751923,0.99855977,0.99855977,0.99855977
2308,118187.5,118184,118191,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999751923,0.999751923,0.999751923,1,1,1
2309,118195.5,118192,118199,0.923076923,0.923076923,0.923076923,0.808510638,0.808510638,0.808510638,0,0,0,0.901960784,0.901960784,0.901960784,0.95,0.95,0.95,0,0,0,0.999030781,0.999030781,0.999030781,0.991696323,0.991696323,0.991696323
2310,118203.5,118200,118207,0.875,0.875,0.875,1,1,1,0,0,0,0.777777778,0.777777778,0.777777778,1,1,1,0,0,0,0.999087869,0.999087869,0.999087869,0.996412264,0.996412264,0.996412264
2311,118211.5,118208,118215,0.901408451,0.901408451,0.901408451,1,1,1,0,0,0,0.914285714,0.914285714,0.914285714,1,1,1,0,0,0,0.999427028,0.999427028,0.999427028,0.999874008,0.999874008,0.999874008
2312,118219.5,118216,118223,1,1,1,0.966666667,0.966666667,0.966666667,0,0,0,1,1,1,0.966666667,0.966666667,0.966666667,0,0,0,0.999755282,0.999755282,0.999755282,0.999745999,0.999745999,0.999745999
2313,118227.5,118224,118231,0.644067797,0.644067797,0.644067797,0.65,0.65,0.65,0,0,0,0.655172414,0.655172414,0.655172414,0.684210526,0.684210526,0.684210526,0,0,0,0.995179652,0.995179652,0.995179652,0.964934252,0.964934252,0.964934252
2314,118235.5,118232,118239,0.9375,0.9375,0.9375,0.984615385,0.984615385,0.984615385,0,0,0,0.909090909,0.909090909,0.909090909,0.888888889,0.888888889,0.888888889,0,0,0,0.999452526,0.999452526,0.999452526,0.998543548,0.998543548,0.998543548
2315,118243.5,118240,118247,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.998406407,0.998406407,0.998406407,0.996455696,0.996455696,0.996455696
2316,118251.5,118248,118255,1,1,1,0.942307692,0.942307692,0.942307692,0,0,0,0.984615385,0.984615385,0.984615385,0.951456311,0.951456311,0.951456311,0,0,0,0.999956995,0.999956995,0.999956995,0.998784665,0.998784665,0.998784665
2317,118259.5,118256,118263,0.921348315,0.921348315,0.921348315,0.962264151,0.962264151,0.962264151,0,0,0,0.872340426,0.872340426,0.872340426,0.944444444,0.944444444,0.944444444,0,0,0,0.998721157,0.998721157,0.998721157,0.998877823,0.998877823,0.998877823
2318,118267.5,118264,118271,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.941176471,0.941176471,0.941176471,0.927536232,0.927536232,0.927536232,0,0,0,0.998930481,0.998930481,0.998930481,0.999194198,0.999194198,0.999194198
2319,118275.5,118272,118279,1,1,1,0.509090909,0.509090909,0.509090909,0,0,0,1,1,1,0.651162791,0.651162791,0.651162791,0,0,0,0.998376826,0.998376826,0.998376826,0.995588411,0.995588411,0.995588411
2320,118283.5,118280,118287,0.846153846,0.846153846,0.846153846,0.784313725,0.784313725,0.784313725,0,0,0,0.785714286,0.785714286,0.785714286,0.84,0.84,0.84,0,0,0,0.999428206,0.999428206,0.999428206,0.993464052,0.993464052,0.993464052
2321,118291.5,118288,118295,0.955223881,0.955223881,0.955223881,0.927536232,0.927536232,0.927536232,0,0,0,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0,0,0,0.999460916,0.999460916,0.999460916,0.999687402,0.999687402,0.999687402
2322,118299.5,118296,118303,0.984615385,0.984615385,0.984615385,0.854545455,0.854545455,0.854545455,0,0,0,0.96969697,0.96969697,0.96969697,0.895238095,0.895238095,0.895238095,0,0,0,0.992353231,0.992353231,0.992353231,0.979924718,0.979924718,0.979924718
2323,118307.5,118304,118311,0.983050847,0.983050847,0.983050847,0.8,0.8,0.8,0,0,0,0.983333333,0.983333333,0.983333333,0.873786408,0.873786408,0.873786408,0,0,0,0.996520315,0.996520315,0.996520315,0.994621104,0.994621104,0.994621104
2324,118315.5,118312,118319,0.98630137,0.98630137,0.98630137,0.941176471,0.941176471,0.941176471,0,0,0,0.98630137,0.98630137,0.98630137,0.984615385,0.984615385,0.984615385,0,0,0,0.998496485,0.998496485,0.998496485,0.996130031,0.996130031,0.996130031
2325,118323.5,118320,118327,1,1,1,0.711111111,0.711111111,0.711111111,0,0,0,1,1,1,0.864864865,0.864864865,0.864864865,0,0,0,0.999347284,0.999347284,0.999347284,0.995771339,0.995771339,0.995771339
2326,118331.5,118328,118335,0.727272727,0.727272727,0.727272727,0.648648649,0.648648649,0.648648649,0,0,0,0.695652174,0.695652174,0.695652174,0.657534247,0.657534247,0.657534247,0,0,0,0.99756691,0.99756691,0.99756691,0.963585434,0.963585434,0.963585434
2327,118339.5,118336,118343,0.9375,0.9375,0.9375,0.659793814,0.659793814,0.659793814,0,0,0,0.952380952,0.952380952,0.952380952,0.666666667,0.666666667,0.666666667,0,0,0,0.999548236,0.999548236,0.999548236,0.992096349,0.992096349,0.992096349
2328,118347.5,118344,118351,1,1,1,0.771084337,0.771084337,0.771084337,0,0,0,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0.99987663,0.99987663,0.99987663,0.994011976,0.994011976,0.994011976
2329,118355.5,118352,118359,0.941176471,0.941176471,0.941176471,0.6,0.6,0.6,0,0,0,0.96969697,0.96969697,0.96969697,0.666666667,0.666666667,0.666666667,0,0,0,0.997848345,0.997848345,0.997848345,0.985618059,0.985618059,0.985618059
2330,118363.5,118360,118367,0.904761905,0.904761905,0.904761905,0.923076923,0.923076923,0.923076923,0,0,0,0.95,0.95,0.95,0.952380952,0.952380952,0.952380952,0,0,0,0.996247338,0.996247338,0.996247338,0.96597685,0.96597685,0.96597685
2331,118371.5,118368,118375,0.914285714,0.914285714,0.914285714,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999545375,0.999545375,0.999545375,0.999470619,0.999470619,0.999470619
2332,118379.5,118376,118383,0.831168831,0.831168831,0.831168831,0.941176471,0.941176471,0.941176471,0,0,0,0.901408451,0.901408451,0.901408451,0.955223881,0.955223881,0.955223881,0,0,0,0.996104853,0.996104853,0.996104853,0.978238342,0.978238342,0.978238342
2333,118387.5,118384,118391,0.979591837,0.979591837,0.979591837,0.956521739,0.956521739,0.956521739,0,0,0,0.978723404,0.978723404,0.978723404,1,1,1,0,0,0,0.99859775,0.99859775,0.99859775,0.977099237,0.977099237,0.977099237
2334,118395.5,118392,118399,0.888888889,0.888888889,0.888888889,0.96969697,0.96969697,0.96969697,0,0,0,0.842105263,0.842105263,0.842105263,1,1,1,0,0,0,0.999503836,0.999503836,0.999503836,0.998086735,0.998086735,0.998086735
2335,118403.5,118400,118407,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999809669,0.999809669,0.999809669,0.999822789,0.999822789,0.999822789
2336,118411.5,118408,118415,0.984126984,0.984126984,0.984126984,0.992248062,0.992248062,0.992248062,0,0,0,0.992,0.992,0.992,0.992248062,0.992248062,0.992248062,0,0,0,0.999686422,0.999686422,0.999686422,1,1,1
2337,118419.5,118416,118423,0.974358974,0.974358974,0.974358974,0.909090909,0.909090909,0.909090909,0,0,0,1,1,1,0.918367347,0.918367347,0.918367347,0,0,0,0.996499417,0.996499417,0.996499417,0.994847132,0.994847132,0.994847132
2338,118427.5,118424,118431,0.92,0.92,0.92,0.880952381,0.880952381,0.880952381,0,0,0,0.793103448,0.793103448,0.793103448,0.822222222,0.822222222,0.822222222,0,0,0,0.998635984,0.998635984,0.998635984,0.993594456,0.993594456,0.993594456
2339,118435.5,118432,118439,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999842147,0.999842147,0.999842147,1,1,1
2340,118443.5,118440,118447,1,1,1,0.84057971,0.84057971,0.84057971,0,0,0,0.984615385,0.984615385,0.984615385,0.865671642,0.865671642,0.865671642,0,0,0,0.999134131,0.999134131,0.999134131,0.999282331,0.999282331,0.999282331
2341,118451.5,118448,118455,0.897959184,0.897959184,0.897959184,0.392156863,0.392156863,0.392156863,0,0,0,0.893617021,0.893617021,0.893617021,0.434782609,0.434782609,0.434782609,0,0,0,0.995954639,0.995954639,0.995954639,0.956749672,0.956749672,0.956749672
2342,118459.5,118456,118463,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999918864,0.999918864,0.999918864,0.99757684,0.99757684,0.99757684
2343,118467.5,118464,118471,0.893617021,0.893617021,0.893617021,1,1,1,0,0,0,0.84,0.84,0.84,1,1,1,0,0,0,0.99909382,0.99909382,0.99909382,0.998234775,0.998234775,0.998234775
2344,118475.5,118472,118479,0.927536232,0.927536232,0.927536232,0.686567164,0.686567164,0.686567164,0,0,0,0.941176471,0.941176471,0.941176471,0.793103448,0.793103448,0.793103448,0,0,0,0.99755561,0.99755561,0.99755561,0.996752841,0.996752841,0.996752841
2345,118483.5,118480,118487,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.999327618,0.999327618,0.999327618,0.992022199,0.992022199,0.992022199
2346,118491.5,118488,118495,0.923076923,0.923076923,0.923076923,0.964285714,0.964285714,0.964285714,0,0,0,0.95,0.95,0.95,0.931034483,0.931034483,0.931034483,0,0,0,0.99959103,0.99959103,0.99959103,0.997745572,0.997745572,0.997745572
2347,118499.5,118496,118503,0.941176471,0.941176471,0.941176471,0.927536232,0.927536232,0.927536232,0,0,0,0.984615385,0.984615385,0.984615385,0.96969697,0.96969697,0.96969697,0,0,0,0.999569769,0.999569769,0.999569769,1,1,1
2348,118507.5,118504,118511,0.888888889,0.888888889,0.888888889,0.98245614,0.98245614,0.98245614,0,0,0,0.876712329,0.876712329,0.876712329,1,1,1,0,0,0,0.99915326,0.99915326,0.99915326,0.998125335,0.998125335,0.998125335
2349,118515.5,118512,118519,0.979591837,0.979591837,0.979591837,0.897435897,0.897435897,0.897435897,0,0,0,0.959183673,0.959183673,0.959183673,0.909090909,0.909090909,0.909090909,0,0,0,0.999163491,0.999163491,0.999163491,0.997678953,0.997678953,0.997678953
2350,118523.5,118520,118527,1,1,1,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999956231,0.999956231,0.999956231,1,1,1
2351,118531.5,118528,118535,0.984615385,0.984615385,0.984615385,0.742857143,0.742857143,0.742857143,0,0,0,0.984615385,0.984615385,0.984615385,0.8125,0.8125,0.8125,0,0,0,0.998359409,0.998359409,0.998359409,0.99382716,0.99382716,0.99382716
2352,118539.5,118536,118543,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0,0,0,0.875,0.875,0.875,0.941176471,0.941176471,0.941176471,0,0,0,0.999513145,0.999513145,0.999513145,0.996532409,0.996532409,0.996532409
2353,118547.5,118544,118551,0.947368421,0.947368421,0.947368421,0.941176471,0.941176471,0.941176471,0,0,0,0.947368421,0.947368421,0.947368421,0.955223881,0.955223881,0.955223881,0,0,0,0.999536006,0.999536006,0.999536006,0.999908063,0.999908063,0.999908063
2354,118555.5,118552,118559,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999166626,0.999166626,0.999166626,0.999832916,0.999832916,0.999832916
2355,118563.5,118560,118567,1,1,1,0.776119403,0.776119403,0.776119403,0,0,0,1,1,1,0.866666667,0.866666667,0.866666667,0,0,0,0.999862379,0.999862379,0.999862379,0.997732855,0.997732855,0.997732855
2356,118571.5,118568,118575,0.75,0.75,0.75,0.955223881,0.955223881,0.955223881,0,0,0,0.52173913,0.52173913,0.52173913,0.984615385,0.984615385,0.984615385,0,0,0,0.999645695,0.999645695,0.999645695,0.997954688,0.997954688,0.997954688
2357,118579.5,118576,118583,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.995337593,0.995337593,0.995337593,0.997896347,0.997896347,0.997896347
2358,118587.5,118584,118591,0.72,0.72,0.72,0.707692308,0.707692308,0.707692308,0,0,0,0.75,0.75,0.75,0.754098361,0.754098361,0.754098361,0,0,0,0.989330747,0.989330747,0.989330747,0.998570067,0.998570067,0.998570067
2359,118595.5,118592,118599,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.980860689,0.980860689,0.980860689,0.991059379,0.991059379,0.991059379
2360,118603.5,118600,118607,1,1,1,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.986158809,0.986158809,0.986158809,0.980761919,0.980761919,0.980761919
2361,118611.5,118608,118615,0.958333333,0.958333333,0.958333333,0.409090909,0.409090909,0.409090909,0,0,0,1,1,1,0.409090909,0.409090909,0.409090909,0,0,0,0.998343195,0.998343195,0.998343195,0.996878252,0.996878252,0.996878252
2362,118619.5,118616,118623,0.761904762,0.761904762,0.761904762,0.984615385,0.984615385,0.984615385,0,0,0,0.592592593,0.592592593,0.592592593,1,1,1,0,0,0,0.999862316,0.999862316,0.999862316,0.998126288,0.998126288,0.998126288
2363,118627.5,118624,118631,0.735632184,0.735632184,0.735632184,0.984615385,0.984615385,0.984615385,0,0,0,0.744186047,0.744186047,0.744186047,0.96969697,0.96969697,0.96969697,0,0,0,0.997352162,0.997352162,0.997352162,1,1,1
2364,118635.5,118632,118639,1,1,1,0.523809524,0.523809524,0.523809524,0,0,0,1,1,1,0.64516129,0.64516129,0.64516129,0,0,0,0.996134574,0.996134574,0.996134574,0.990247301,0.990247301,0.990247301
2365,118643.5,118640,118647,0.727272727,0.727272727,0.727272727,0.727272727,0.727272727,0.727272727,0,0,0,0.833333333,0.833333333,0.833333333,0.774193548,0.774193548,0.774193548,0,0,0,0.998618603,0.998618603,0.998618603,0.985016916,0.985016916,0.985016916
2366,118651.5,118648,118655,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.996247584,0.996247584,0.996247584,0.989466754,0.989466754,0.989466754
2367,118659.5,118656,118663,0.984615385,0.984615385,0.984615385,0.956521739,0.956521739,0.956521739,0,0,0,0.941176471,0.941176471,0.941176471,0.942857143,0.942857143,0.942857143,0,0,0,0.999327384,0.999327384,0.999327384,0.999503328,0.999503328,0.999503328
2368,118667.5,118664,118671,0.931506849,0.931506849,0.931506849,0.962406015,0.962406015,0.962406015,0,0,0,0.894736842,0.894736842,0.894736842,0.948148148,0.948148148,0.948148148,0,0,0,0.999388902,0.999388902,0.999388902,0.998549719,0.998549719,0.998549719
2369,118675.5,118672,118679,0.984126984,0.984126984,0.984126984,0.842105263,0.842105263,0.842105263,0,0,0,0.992,0.992,0.992,0.888888889,0.888888889,0.888888889,0,0,0,0.999576348,0.999576348,0.999576348,0.998727573,0.998727573,0.998727573
2370,118683.5,118680,118687,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.761904762,0.761904762,0.761904762,0,0,0,0.999721733,0.999721733,0.999721733,0.997683684,0.997683684,0.997683684
2371,118691.5,118688,118695,0.984615385,0.984615385,0.984615385,0.055555556,0.055555556,0.055555556,0,0,0,0.984615385,0.984615385,0.984615385,0.133333333,0.133333333,0.133333333,0,0,0,0.999960479,0.999960479,0.999960479,0.993012856,0.993012856,0.993012856
2372,118699.5,118696,118703,0.875,0.875,0.875,0.918918919,0.918918919,0.918918919,0,0,0,1,1,1,0.972972973,0.972972973,0.972972973,0,0,0,0.996488695,0.996488695,0.996488695,0.947368421,0.947368421,0.947368421
2373,118707.5,118704,118711,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.999629736,0.999629736,0.999629736,1,1,1
2374,118715.5,118712,118719,1,1,1,0.790123457,0.790123457,0.790123457,0,0,0,1,1,1,0.864864865,0.864864865,0.864864865,0,0,0,0.998452765,0.998452765,0.998452765,0.999178307,0.999178307,0.999178307
2375,118723.5,118720,118727,0.955223881,0.955223881,0.955223881,0.847457627,0.847457627,0.847457627,0,0,0,0.955223881,0.955223881,0.955223881,0.943396226,0.943396226,0.943396226,0,0,0,0.999387201,0.999387201,0.999387201,0.99895266,0.99895266,0.99895266
2376,118731.5,118728,118735,1,1,1,0.133333333,0.133333333,0.133333333,0,0,0,1,1,1,0.153846154,0.153846154,0.153846154,0,0,0,0.998905715,0.998905715,0.998905715,0.98814994,0.98814994,0.98814994
2377,118739.5,118736,118743,0.769230769,0.769230769,0.769230769,0.984615385,0.984615385,0.984615385,0,0,0,0.555555556,0.555555556,0.555555556,1,1,1,0,0,0,0.999822311,0.999822311,0.999822311,0.996544575,0.996544575,0.996544575
2378,118747.5,118744,118751,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.955223881,0.955223881,0.955223881,0.955223881,0.955223881,0.955223881,0,0,0,0.998843654,0.998843654,0.998843654,0.997532218,0.997532218,0.997532218
2379,118755.5,118752,118759,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999880407,0.999880407,0.999880407,1,1,1
2380,118763.5,118760,118767,0.955223881,0.955223881,0.955223881,0.517241379,0.517241379,0.517241379,0,0,0,0.96969697,0.96969697,0.96969697,0.638297872,0.638297872,0.638297872,0,0,0,0.998742324,0.998742324,0.998742324,0.992921013,0.992921013,0.992921013
2381,118771.5,118768,118775,0.8,0.8,0.8,0.788732394,0.788732394,0.788732394,0,0,0,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0,0,0,0.998501158,0.998501158,0.998501158,0.994535519,0.994535519,0.994535519
2382,118779.5,118776,118783,0.981818182,0.981818182,0.981818182,0.941176471,0.941176471,0.941176471,0,0,0,0.964285714,0.964285714,0.964285714,0.790123457,0.790123457,0.790123457,0,0,0,0.999172077,0.999172077,0.999172077,0.999469834,0.999469834,0.999469834
2383,118787.5,118784,118791,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.955223881,0.955223881,0.955223881,0.914285714,0.914285714,0.914285714,0,0,0,0.999429098,0.999429098,0.999429098,1,1,1
2384,118795.5,118792,118799,0.901408451,0.901408451,0.901408451,0.444444444,0.444444444,0.444444444,0,0,0,0.901408451,0.901408451,0.901408451,0.740740741,0.740740741,0.740740741,0,0,0,0.997942073,0.997942073,0.997942073,0.99062399,0.99062399,0.99062399
2385,118803.5,118800,118807,0,0,0,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999340563,0.999340563,0.999340563,0.995778972,0.995778972,0.995778972
2386,118811.5,118808,118815,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.998320064,0.998320064,0.998320064
2387,118819.5,118816,118823,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.997215726,0.997215726,0.997215726,0.998979418,0.998979418,0.998979418
2388,118827.5,118824,118831,0.9,0.9,0.9,0.695652174,0.695652174,0.695652174,0,0,0,0.87804878,0.87804878,0.87804878,0.941176471,0.941176471,0.941176471,0,0,0,0.992363174,0.992363174,0.992363174,0.998157847,0.998157847,0.998157847
