training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,eps1e-8,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,eps1e-6,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MAX
241,2177,2177,2177,0.748557855,0.748557855,0.748557855,2177,2177,2177,0.650184565,0.650184565,0.650184565
242,2186,2186,2186,0.761471861,0.761471861,0.761471861,2186,2186,2186,0.594466573,0.594466573,0.594466573
243,2195,2195,2195,0.774180735,0.774180735,0.774180735,2195,2195,2195,0.630912779,0.630912779,0.630912779
244,2204,2204,2204,0.780319577,0.780319577,0.780319577,2204,2204,2204,0.621315617,0.621315617,0.621315617
245,2213,2213,2213,0.740474934,0.740474934,0.740474934,2213,2213,2213,0.624474023,0.624474023,0.624474023
246,2222,2222,2222,0.743235901,0.743235901,0.743235901,2222,2222,2222,0.598309957,0.598309957,0.598309957
247,2231,2231,2231,0.753872268,0.753872268,0.753872268,2231,2231,2231,0.630725863,0.630725863,0.630725863
248,2240,2240,2240,0.756644085,0.756644085,0.756644085,2240,2240,2240,0.6900221,0.6900221,0.6900221
249,2249,2249,2249,0.684025625,0.684025625,0.684025625,2249,2249,2249,0.585202224,0.585202224,0.585202224
250,2258,2258,2258,0.712224622,0.712224622,0.712224622,2258,2258,2258,0.603629099,0.603629099,0.603629099
251,2267,2267,2267,0.729657862,0.729657862,0.729657862,2267,2267,2267,0.694444444,0.694444444,0.694444444
252,2276,2276,2276,0.779803647,0.779803647,0.779803647,2276,2276,2276,0.608702244,0.608702244,0.608702244
253,2285,2285,2285,0.824224876,0.824224876,0.824224876,2285,2285,2285,0.592362274,0.592362274,0.592362274
254,2294,2294,2294,0.709749417,0.709749417,0.709749417,2294,2294,2294,0.583265276,0.583265276,0.583265276
255,2303,2303,2303,0.818055556,0.818055556,0.818055556,2303,2303,2303,0.726669432,0.726669432,0.726669432
256,2312,2312,2312,0.77966496,0.77966496,0.77966496,2312,2312,2312,0.571814093,0.571814093,0.571814093
257,2321,2321,2321,0.755576877,0.755576877,0.755576877,2321,2321,2321,0.549761474,0.549761474,0.549761474
258,2330,2330,2330,0.808120822,0.808120822,0.808120822,2330,2330,2330,0.731570445,0.731570445,0.731570445
259,2339,2339,2339,0.699344298,0.699344298,0.699344298,2339,2339,2339,0.548883193,0.548883193,0.548883193
260,2348,2348,2348,0.844836122,0.844836122,0.844836122,2348,2348,2348,0.654571611,0.654571611,0.654571611
261,2357,2357,2357,0.734249171,0.734249171,0.734249171,2357,2357,2357,0.581278504,0.581278504,0.581278504
262,2366,2366,2366,0.749348432,0.749348432,0.749348432,2366,2366,2366,0.567224466,0.567224466,0.567224466
263,2375,2375,2375,0.728880157,0.728880157,0.728880157,2375,2375,2375,0.561956919,0.561956919,0.561956919
264,2384,2384,2384,0.799228863,0.799228863,0.799228863,2384,2384,2384,0.61704644,0.61704644,0.61704644
265,2393,2393,2393,0.797022617,0.797022617,0.797022617,2393,2393,2393,0.696063869,0.696063869,0.696063869
266,2402,2402,2402,0.724602203,0.724602203,0.724602203,2402,2402,2402,0.607248169,0.607248169,0.607248169
267,2411,2411,2411,0.822521008,0.822521008,0.822521008,2411,2411,2411,0.724056604,0.724056604,0.724056604
268,2420,2420,2420,0.770146341,0.770146341,0.770146341,2420,2420,2420,0.639356815,0.639356815,0.639356815
269,2429,2429,2429,0.745921963,0.745921963,0.745921963,2429,2429,2429,0.580057923,0.580057923,0.580057923
270,2438,2438,2438,0.800940291,0.800940291,0.800940291,2438,2438,2438,0.657147174,0.657147174,0.657147174
271,2447,2447,2447,0.693192612,0.693192612,0.693192612,2447,2447,2447,0.578549718,0.578549718,0.578549718
272,2456,2456,2456,0.765212559,0.765212559,0.765212559,2456,2456,2456,0.655073536,0.655073536,0.655073536
273,2465,2465,2465,0.80038371,0.80038371,0.80038371,2465,2465,2465,0.694783574,0.694783574,0.694783574
274,2474,2474,2474,0.794255875,0.794255875,0.794255875,2474,2474,2474,0.671736574,0.671736574,0.671736574
275,2483,2483,2483,0.824200486,0.824200486,0.824200486,2483,2483,2483,0.677515676,0.677515676,0.677515676
276,2492,2492,2492,0.739504927,0.739504927,0.739504927,2492,2492,2492,0.598321643,0.598321643,0.598321643
277,2501,2501,2501,0.739221584,0.739221584,0.739221584,2501,2501,2501,0.613116727,0.613116727,0.613116727
278,2510,2510,2510,0.802380008,0.802380008,0.802380008,2510,2510,2510,0.690474574,0.690474574,0.690474574
279,2519,2519,2519,0.717632162,0.717632162,0.717632162,2519,2519,2519,0.671441361,0.671441361,0.671441361
280,2528,2528,2528,0.726002752,0.726002752,0.726002752,2528,2528,2528,0.627947965,0.627947965,0.627947965
281,2537,2537,2537,0.743903862,0.743903862,0.743903862,2537,2537,2537,0.625315179,0.625315179,0.625315179
282,2546,2546,2546,0.775974599,0.775974599,0.775974599,2546,2546,2546,0.683258643,0.683258643,0.683258643
283,2555,2555,2555,0.679488412,0.679488412,0.679488412,2555,2555,2555,0.606807728,0.606807728,0.606807728
284,2564,2564,2564,0.688988764,0.688988764,0.688988764,2564,2564,2564,0.599879663,0.599879663,0.599879663
285,2573,2573,2573,0.774930159,0.774930159,0.774930159,2573,2573,2573,0.630892449,0.630892449,0.630892449
286,2582,2582,2582,0.738398446,0.738398446,0.738398446,2582,2582,2582,0.627535411,0.627535411,0.627535411
287,2591,2591,2591,0.776846146,0.776846146,0.776846146,2591,2591,2591,0.680357482,0.680357482,0.680357482
288,2600,2600,2600,0.763367463,0.763367463,0.763367463,2600,2600,2600,0.612232353,0.612232353,0.612232353
289,2609,2609,2609,0.785598628,0.785598628,0.785598628,2609,2609,2609,0.662475651,0.662475651,0.662475651
290,2618,2618,2618,0.763788178,0.763788178,0.763788178,2618,2618,2618,0.614792411,0.614792411,0.614792411
291,2627,2627,2627,0.740795599,0.740795599,0.740795599,2627,2627,2627,0.553656993,0.553656993,0.553656993
292,2636,2636,2636,0.857992729,0.857992729,0.857992729,2636,2636,2636,0.688868101,0.688868101,0.688868101
293,2645,2645,2645,0.793122371,0.793122371,0.793122371,2645,2645,2645,0.679555738,0.679555738,0.679555738
294,2654,2654,2654,0.768346427,0.768346427,0.768346427,2654,2654,2654,0.655322367,0.655322367,0.655322367
295,2663,2663,2663,0.742362327,0.742362327,0.742362327,2663,2663,2663,0.630840727,0.630840727,0.630840727
296,2672,2672,2672,0.753704373,0.753704373,0.753704373,2672,2672,2672,0.600966962,0.600966962,0.600966962
297,2681,2681,2681,0.752910737,0.752910737,0.752910737,2681,2681,2681,0.57180697,0.57180697,0.57180697
298,2690,2690,2690,0.785114046,0.785114046,0.785114046,2690,2690,2690,0.661915621,0.661915621,0.661915621
299,2699,2699,2699,0.764113674,0.764113674,0.764113674,2699,2699,2699,0.744458931,0.744458931,0.744458931
300,2708,2708,2708,0.814435815,0.814435815,0.814435815,2708,2708,2708,0.743146274,0.743146274,0.743146274
301,2717,2717,2717,0.758319072,0.758319072,0.758319072,2717,2717,2717,0.595724762,0.595724762,0.595724762
302,2726,2726,2726,0.766005371,0.766005371,0.766005371,2726,2726,2726,0.595413651,0.595413651,0.595413651
303,2735,2735,2735,0.794296052,0.794296052,0.794296052,2735,2735,2735,0.632705981,0.632705981,0.632705981
304,2744,2744,2744,0.790732278,0.790732278,0.790732278,2744,2744,2744,0.656394993,0.656394993,0.656394993
305,2753,2753,2753,0.675211719,0.675211719,0.675211719,2753,2753,2753,0.580507042,0.580507042,0.580507042
306,2762,2762,2762,0.828705514,0.828705514,0.828705514,2762,2762,2762,0.643480339,0.643480339,0.643480339
307,2771,2771,2771,0.814917127,0.814917127,0.814917127,2771,2771,2771,0.7425546,0.7425546,0.7425546
308,2780,2780,2780,0.730795181,0.730795181,0.730795181,2780,2780,2780,0.628516929,0.628516929,0.628516929
309,2789,2789,2789,0.723955352,0.723955352,0.723955352,2789,2789,2789,0.636476273,0.636476273,0.636476273
310,2798,2798,2798,0.796651364,0.796651364,0.796651364,2798,2798,2798,0.569952105,0.569952105,0.569952105
311,2807,2807,2807,0.814822314,0.814822314,0.814822314,2807,2807,2807,0.588349893,0.588349893,0.588349893
312,2816,2816,2816,0.793034001,0.793034001,0.793034001,2816,2816,2816,0.545842217,0.545842217,0.545842217
313,2825,2825,2825,0.79230203,0.79230203,0.79230203,2825,2825,2825,0.562453757,0.562453757,0.562453757
314,2834,2834,2834,0.773315025,0.773315025,0.773315025,2834,2834,2834,0.62198161,0.62198161,0.62198161
315,2843,2843,2843,0.794608331,0.794608331,0.794608331,2843,2843,2843,0.664332784,0.664332784,0.664332784
316,2852,2852,2852,0.698981106,0.698981106,0.698981106,2852,2852,2852,0.568967837,0.568967837,0.568967837
317,2861,2861,2861,0.734911428,0.734911428,0.734911428,2861,2861,2861,0.580653051,0.580653051,0.580653051
318,2870,2870,2870,0.826829814,0.826829814,0.826829814,2870,2870,2870,0.644858861,0.644858861,0.644858861
319,2879,2879,2879,0.777143892,0.777143892,0.777143892,2879,2879,2879,0.701111838,0.701111838,0.701111838
320,2888,2888,2888,0.834536703,0.834536703,0.834536703,2888,2888,2888,0.635403727,0.635403727,0.635403727
321,2897,2897,2897,0.811198851,0.811198851,0.811198851,2897,2897,2897,0.57004086,0.57004086,0.57004086
322,2906,2906,2906,0.819866568,0.819866568,0.819866568,2906,2906,2906,0.601744377,0.601744377,0.601744377
323,2915,2915,2915,0.837247631,0.837247631,0.837247631,2915,2915,2915,0.65045045,0.65045045,0.65045045
324,2924,2924,2924,0.809299751,0.809299751,0.809299751,2924,2924,2924,0.58185583,0.58185583,0.58185583
325,2933,2933,2933,0.830669546,0.830669546,0.830669546,2933,2933,2933,0.583291066,0.583291066,0.583291066
326,2942,2942,2942,0.755559708,0.755559708,0.755559708,2942,2942,2942,0.580537612,0.580537612,0.580537612
327,2951,2951,2951,0.800256698,0.800256698,0.800256698,2951,2951,2951,0.686417141,0.686417141,0.686417141
328,2960,2960,2960,0.814217849,0.814217849,0.814217849,2960,2960,2960,0.66880982,0.66880982,0.66880982
329,2969,2969,2969,0.797543076,0.797543076,0.797543076,2969,2969,2969,0.740207423,0.740207423,0.740207423
330,2978,2978,2978,0.806515556,0.806515556,0.806515556,2978,2978,2978,0.68825007,0.68825007,0.68825007
331,2987,2987,2987,0.784948542,0.784948542,0.784948542,2987,2987,2987,0.603559341,0.603559341,0.603559341
332,2996,2996,2996,0.738399847,0.738399847,0.738399847,2996,2996,2996,0.615600712,0.615600712,0.615600712
333,3005,3005,3005,0.835997632,0.835997632,0.835997632,3005,3005,3005,0.580103469,0.580103469,0.580103469
334,3014,3014,3014,0.749198075,0.749198075,0.749198075,3014,3014,3014,0.622312022,0.622312022,0.622312022
335,3023,3023,3023,0.846764494,0.846764494,0.846764494,3023,3023,3023,0.588522794,0.588522794,0.588522794
336,3032,3032,3032,0.62414734,0.62414734,0.62414734,3032,3032,3032,0.509111403,0.509111403,0.509111403
337,3041,3041,3041,0.78376876,0.78376876,0.78376876,3041,3041,3041,0.672886937,0.672886937,0.672886937
338,3050,3050,3050,0.811960004,0.811960004,0.811960004,3050,3050,3050,0.695412065,0.695412065,0.695412065
339,3059,3059,3059,0.771461116,0.771461116,0.771461116,3059,3059,3059,0.641910921,0.641910921,0.641910921
340,3068,3068,3068,0.758694719,0.758694719,0.758694719,3068,3068,3068,0.599735799,0.599735799,0.599735799
341,3077,3077,3077,0.776405344,0.776405344,0.776405344,3077,3077,3077,0.636945144,0.636945144,0.636945144
342,3086,3086,3086,0.773645821,0.773645821,0.773645821,3086,3086,3086,0.601621979,0.601621979,0.601621979
343,3095,3095,3095,0.77201191,0.77201191,0.77201191,3095,3095,3095,0.594341202,0.594341202,0.594341202
344,3104,3104,3104,0.802337229,0.802337229,0.802337229,3104,3104,3104,0.711140761,0.711140761,0.711140761
345,3113,3113,3113,0.724880616,0.724880616,0.724880616,3113,3113,3113,0.661585994,0.661585994,0.661585994
346,3122,3122,3122,0.796830653,0.796830653,0.796830653,3122,3122,3122,0.6213196,0.6213196,0.6213196
347,3131,3131,3131,0.826693969,0.826693969,0.826693969,3131,3131,3131,0.679535416,0.679535416,0.679535416
348,3140,3140,3140,0.843521309,0.843521309,0.843521309,3140,3140,3140,0.69400447,0.69400447,0.69400447
349,3149,3149,3149,0.783303895,0.783303895,0.783303895,3149,3149,3149,0.63797309,0.63797309,0.63797309
350,3158,3158,3158,0.824844954,0.824844954,0.824844954,3158,3158,3158,0.69241617,0.69241617,0.69241617
351,3167,3167,3167,0.811180422,0.811180422,0.811180422,3167,3167,3167,0.722394221,0.722394221,0.722394221
352,3176,3176,3176,0.745142621,0.745142621,0.745142621,3176,3176,3176,0.589009029,0.589009029,0.589009029
353,3185,3185,3185,0.816075095,0.816075095,0.816075095,3185,3185,3185,0.631007577,0.631007577,0.631007577
354,3194,3194,3194,0.813781618,0.813781618,0.813781618,3194,3194,3194,0.632177104,0.632177104,0.632177104
355,3203,3203,3203,0.74687157,0.74687157,0.74687157,3203,3203,3203,0.610460772,0.610460772,0.610460772
356,3212,3212,3212,0.81227991,0.81227991,0.81227991,3212,3212,3212,0.658867992,0.658867992,0.658867992
357,3221,3221,3221,0.832262211,0.832262211,0.832262211,3221,3221,3221,0.664926527,0.664926527,0.664926527
358,3230,3230,3230,0.721115126,0.721115126,0.721115126,3230,3230,3230,0.56741671,0.56741671,0.56741671
359,3239,3239,3239,0.80771235,0.80771235,0.80771235,3239,3239,3239,0.67257034,0.67257034,0.67257034
360,3248,3248,3248,0.81884058,0.81884058,0.81884058,3248,3248,3248,0.680927754,0.680927754,0.680927754
361,3257,3257,3257,0.76892472,0.76892472,0.76892472,3257,3257,3257,0.617473025,0.617473025,0.617473025
362,3266,3266,3266,0.841403997,0.841403997,0.841403997,3266,3266,3266,0.707352673,0.707352673,0.707352673
363,3275,3275,3275,0.788485607,0.788485607,0.788485607,3275,3275,3275,0.650753492,0.650753492,0.650753492
364,3284,3284,3284,0.826750261,0.826750261,0.826750261,3284,3284,3284,0.712711093,0.712711093,0.712711093
365,3293,3293,3293,0.853858435,0.853858435,0.853858435,3293,3293,3293,0.711608282,0.711608282,0.711608282
366,3302,3302,3302,0.804098176,0.804098176,0.804098176,3302,3302,3302,0.694384912,0.694384912,0.694384912
367,3311,3311,3311,0.814625012,0.814625012,0.814625012,3311,3311,3311,0.667788907,0.667788907,0.667788907
368,3320,3320,3320,0.835853367,0.835853367,0.835853367,3320,3320,3320,0.718242245,0.718242245,0.718242245
369,3329,3329,3329,0.772957746,0.772957746,0.772957746,3329,3329,3329,0.659196447,0.659196447,0.659196447
370,3338,3338,3338,0.800517417,0.800517417,0.800517417,3338,3338,3338,0.687028658,0.687028658,0.687028658
371,3347,3347,3347,0.865740209,0.865740209,0.865740209,3347,3347,3347,0.685551788,0.685551788,0.685551788
372,3356,3356,3356,0.81122638,0.81122638,0.81122638,3356,3356,3356,0.689459613,0.689459613,0.689459613
373,3365,3365,3365,0.815034845,0.815034845,0.815034845,3365,3365,3365,0.71944144,0.71944144,0.71944144
374,3374,3374,3374,0.776871019,0.776871019,0.776871019,3374,3374,3374,0.657794677,0.657794677,0.657794677
375,3383,3383,3383,0.807005553,0.807005553,0.807005553,3383,3383,3383,0.689700899,0.689700899,0.689700899
376,3392,3392,3392,0.772014475,0.772014475,0.772014475,3392,3392,3392,0.663216438,0.663216438,0.663216438
377,3401,3401,3401,0.744181851,0.744181851,0.744181851,3401,3401,3401,0.659247303,0.659247303,0.659247303
378,3410,3410,3410,0.837619264,0.837619264,0.837619264,3410,3410,3410,0.722109906,0.722109906,0.722109906
379,3419,3419,3419,0.847951378,0.847951378,0.847951378,3419,3419,3419,0.646672221,0.646672221,0.646672221
380,3428,3428,3428,0.712631689,0.712631689,0.712631689,3428,3428,3428,0.631880499,0.631880499,0.631880499
381,3437,3437,3437,0.831458585,0.831458585,0.831458585,3437,3437,3437,0.710605669,0.710605669,0.710605669
382,3446,3446,3446,0.819277108,0.819277108,0.819277108,3446,3446,3446,0.600860832,0.600860832,0.600860832
383,3455,3455,3455,0.860572484,0.860572484,0.860572484,3455,3455,3455,0.745436184,0.745436184,0.745436184
384,3464,3464,3464,0.837456478,0.837456478,0.837456478,3464,3464,3464,0.705144695,0.705144695,0.705144695
385,3473,3473,3473,0.826777088,0.826777088,0.826777088,3473,3473,3473,0.719022374,0.719022374,0.719022374
386,3482,3482,3482,0.742704436,0.742704436,0.742704436,3482,3482,3482,0.646230008,0.646230008,0.646230008
387,3491,3491,3491,0.829145729,0.829145729,0.829145729,3491,3491,3491,0.74280501,0.74280501,0.74280501
388,3500,3500,3500,0.686714639,0.686714639,0.686714639,3500,3500,3500,0.570134747,0.570134747,0.570134747
389,3509,3509,3509,0.755134546,0.755134546,0.755134546,3509,3509,3509,0.694813028,0.694813028,0.694813028
390,3518,3518,3518,0.774548119,0.774548119,0.774548119,3518,3518,3518,0.620862916,0.620862916,0.620862916
391,3527,3527,3527,0.816464891,0.816464891,0.816464891,3527,3527,3527,0.622023243,0.622023243,0.622023243
392,3536,3536,3536,0.855303988,0.855303988,0.855303988,3536,3536,3536,0.704123997,0.704123997,0.704123997
393,3545,3545,3545,0.855339183,0.855339183,0.855339183,3545,3545,3545,0.694968838,0.694968838,0.694968838
394,3554,3554,3554,0.856005166,0.856005166,0.856005166,3554,3554,3554,0.680121938,0.680121938,0.680121938
395,3563,3563,3563,0.809559249,0.809559249,0.809559249,3563,3563,3563,0.658351231,0.658351231,0.658351231
396,3572,3572,3572,0.791928141,0.791928141,0.791928141,3572,3572,3572,0.63170441,0.63170441,0.63170441
397,3581,3581,3581,0.818686401,0.818686401,0.818686401,3581,3581,3581,0.680898198,0.680898198,0.680898198
398,3590,3590,3590,0.792464744,0.792464744,0.792464744,3590,3590,3590,0.669330322,0.669330322,0.669330322
399,3599,3599,3599,0.824151091,0.824151091,0.824151091,3599,3599,3599,0.667687856,0.667687856,0.667687856
400,3608,3608,3608,0.816161174,0.816161174,0.816161174,3608,3608,3608,0.639648131,0.639648131,0.639648131
401,3617,3617,3617,0.777267386,0.777267386,0.777267386,3617,3617,3617,0.684887134,0.684887134,0.684887134
402,3626,3626,3626,0.82717543,0.82717543,0.82717543,3626,3626,3626,0.708462804,0.708462804,0.708462804
403,3635,3635,3635,0.779822638,0.779822638,0.779822638,3635,3635,3635,0.651359109,0.651359109,0.651359109
404,3644,3644,3644,0.758334903,0.758334903,0.758334903,3644,3644,3644,0.651363237,0.651363237,0.651363237
405,3653,3653,3653,0.771894904,0.771894904,0.771894904,3653,3653,3653,0.697661313,0.697661313,0.697661313
406,3662,3662,3662,0.832278141,0.832278141,0.832278141,3662,3662,3662,0.685331825,0.685331825,0.685331825
407,3671,3671,3671,0.831840796,0.831840796,0.831840796,3671,3671,3671,0.668034388,0.668034388,0.668034388
408,3680,3680,3680,0.825474116,0.825474116,0.825474116,3680,3680,3680,0.629050074,0.629050074,0.629050074
409,3689,3689,3689,0.845205629,0.845205629,0.845205629,3689,3689,3689,0.633635729,0.633635729,0.633635729
410,3698,3698,3698,0.762915629,0.762915629,0.762915629,3698,3698,3698,0.601400906,0.601400906,0.601400906
411,3707,3707,3707,0.830583153,0.830583153,0.830583153,3707,3707,3707,0.721616802,0.721616802,0.721616802
412,3716,3716,3716,0.747352238,0.747352238,0.747352238,3716,3716,3716,0.708053333,0.708053333,0.708053333
413,3725,3725,3725,0.680469289,0.680469289,0.680469289,3725,3725,3725,0.638965327,0.638965327,0.638965327
414,3734,3734,3734,0.823235031,0.823235031,0.823235031,3734,3734,3734,0.725010167,0.725010167,0.725010167
415,3743,3743,3743,0.846799695,0.846799695,0.846799695,3743,3743,3743,0.658861966,0.658861966,0.658861966
416,3752,3752,3752,0.76286201,0.76286201,0.76286201,3752,3752,3752,0.638358286,0.638358286,0.638358286
417,3761,3761,3761,0.819861432,0.819861432,0.819861432,3761,3761,3761,0.699188641,0.699188641,0.699188641
418,3770,3770,3770,0.823365231,0.823365231,0.823365231,3770,3770,3770,0.709098411,0.709098411,0.709098411
419,3779,3779,3779,0.721851852,0.721851852,0.721851852,3779,3779,3779,0.642969838,0.642969838,0.642969838
420,3788,3788,3788,0.740275813,0.740275813,0.740275813,3788,3788,3788,0.634076807,0.634076807,0.634076807
421,3797,3797,3797,0.793968056,0.793968056,0.793968056,3797,3797,3797,0.714010229,0.714010229,0.714010229
422,3806,3806,3806,0.818354115,0.818354115,0.818354115,3806,3806,3806,0.736341582,0.736341582,0.736341582
423,3815,3815,3815,0.831208309,0.831208309,0.831208309,3815,3815,3815,0.731279826,0.731279826,0.731279826
424,3824,3824,3824,0.827837212,0.827837212,0.827837212,3824,3824,3824,0.707913669,0.707913669,0.707913669
425,3833,3833,3833,0.854353768,0.854353768,0.854353768,3833,3833,3833,0.696631008,0.696631008,0.696631008
426,3842,3842,3842,0.850599782,0.850599782,0.850599782,3842,3842,3842,0.689130644,0.689130644,0.689130644
427,3851,3851,3851,0.839949001,0.839949001,0.839949001,3851,3851,3851,0.752337215,0.752337215,0.752337215
428,3860,3860,3860,0.778381174,0.778381174,0.778381174,3860,3860,3860,0.709087585,0.709087585,0.709087585
429,3869,3869,3869,0.777758471,0.777758471,0.777758471,3869,3869,3869,0.678959957,0.678959957,0.678959957
