validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,lin1-Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,lin1-iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,lin1-iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,lin1-EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,lin1-iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,lin1-EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,lin1-iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,lin1-EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX,lin1-loss,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MAX,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,base-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,base-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,base-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,base-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,base-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,base-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,base-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,base-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,base-loss,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MAX
27,20155.25,20152,20159,0.553191489,0.553191489,0.553191489,0.454545455,0.454545455,0.454545455,0,0,0,0.65,0.65,0.65,0.588235294,0.588235294,0.588235294,0,0,0,0.995188566,0.995188566,0.995188566,0.979572218,0.979572218,0.979572218,41.53214645,41.53214645,41.53214645,20155.41667,20152,20159,0.457627119,0.457627119,0.457627119,0.217391304,0.217391304,0.217391304,0,0,0,0.551020408,0.551020408,0.551020408,0.185185185,0.185185185,0.185185185,0,0,0,0.99258576,0.99258576,0.99258576,0.968319226,0.968319226,0.968319226,41.02147293,41.02147293,41.02147293
28,20163.46154,20160,20167,0,0,0,0.901408451,0.901408451,0.901408451,0,0,0,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0.996774701,0.996774701,0.996774701,0.996709114,0.996709114,0.996709114,41.07300949,41.07300949,41.07300949,20163.18182,20160,20167,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0.040816327,0.040816327,0.040816327,0.542372881,0.542372881,0.542372881,0,0,0,0.991101444,0.991101444,0.991101444,0.992605233,0.992605233,0.992605233,40.92924881,40.92924881,40.92924881
29,20171.69231,20168,20175,0.533333333,0.533333333,0.533333333,0.96969697,0.96969697,0.96969697,0,0,0,0.547008547,0.547008547,0.547008547,0.955223881,0.955223881,0.955223881,0,0,0,0.993786481,0.993786481,0.993786481,0.998367495,0.998367495,0.998367495,40.81894302,40.81894302,40.81894302,20171.5,20168,20175,0.484848485,0.484848485,0.484848485,0.646464646,0.646464646,0.646464646,0,0,0,0.533333333,0.533333333,0.533333333,0.47761194,0.47761194,0.47761194,0,0,0,0.986294874,0.986294874,0.986294874,0.994578966,0.994578966,0.994578966,40.87965393,40.87965393,40.87965393
30,20179.09091,20176,20183,0.576576577,0.576576577,0.576576577,0.831168831,0.831168831,0.831168831,0,0,0,0.64,0.64,0.64,0.831168831,0.831168831,0.831168831,0,0,0,0.994638322,0.994638322,0.994638322,0.999545991,0.999545991,0.999545991,40.81152344,40.81152344,40.81152344,20179.33333,20176,20183,0.474074074,0.474074074,0.474074074,0.592592593,0.592592593,0.592592593,0,0,0,0.771084337,0.771084337,0.771084337,0.42384106,0.42384106,0.42384106,0,0,0,0.987159441,0.987159441,0.987159441,0.995478387,0.995478387,0.995478387,40.87364578,40.87364578,40.87364578
31,20187.92857,20184,20191,0.735632184,0.735632184,0.735632184,0.730769231,0.730769231,0.730769231,0,0,0,0.820512821,0.820512821,0.820512821,0.690909091,0.690909091,0.690909091,0,0,0,0.997280792,0.997280792,0.997280792,0.996074484,0.996074484,0.996074484,40.83774567,40.83774567,40.83774567,20187.83333,20184,20191,0.581818182,0.581818182,0.581818182,0.513513514,0.513513514,0.513513514,0,0,0,0.96969697,0.96969697,0.96969697,0.287878788,0.287878788,0.287878788,0,0,0,0.992404611,0.992404611,0.992404611,0.991899554,0.991899554,0.991899554,40.93729401,40.93729401,40.93729401
32,20195.33333,20192,20199,0.677419355,0.677419355,0.677419355,0.564102564,0.564102564,0.564102564,0,0,0,0.666666667,0.666666667,0.666666667,0.611111111,0.611111111,0.611111111,0,0,0,0.998450135,0.998450135,0.998450135,0.989130435,0.989130435,0.989130435,40.84804153,40.84804153,40.84804153,20195.58333,20192,20199,0.451612903,0.451612903,0.451612903,0.244444444,0.244444444,0.244444444,0,0,0,0.636363636,0.636363636,0.636363636,0.166666667,0.166666667,0.166666667,0,0,0,0.991150442,0.991150442,0.991150442,0.937806257,0.937806257,0.937806257,41.13999939,41.13999939,41.13999939
33,20203.41667,20200,20207,0.41025641,0.41025641,0.41025641,1,1,1,0,0,0,0.307692308,0.307692308,0.307692308,1,1,1,0,0,0,0.997652012,0.997652012,0.997652012,0.996502138,0.996502138,0.996502138,40.81763077,40.81763077,40.81763077,20203.35714,20200,20207,0.271186441,0.271186441,0.271186441,0.666666667,0.666666667,0.666666667,0,0,0,0.484848485,0.484848485,0.484848485,0.8,0.8,0.8,0,0,0,0.995700495,0.995700495,0.995700495,0.999222597,0.999222597,0.999222597,40.83350754,40.83350754,40.83350754
34,20211.5,20208,20215,0.955223881,0.955223881,0.955223881,0.820512821,0.820512821,0.820512821,0,0,0,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0,0,0,0.998265819,0.998265819,0.998265819,0.999594073,0.999594073,0.999594073,40.7869873,40.7869873,40.7869873,20211.26667,20208,20215,0.587155963,0.587155963,0.587155963,0.566371681,0.566371681,0.566371681,0,0,0,0.60952381,0.60952381,0.60952381,0.474074074,0.474074074,0.474074074,0,0,0,0.990454851,0.990454851,0.990454851,0.998884721,0.998884721,0.998884721,40.85398865,40.85398865,40.85398865
35,20219.58333,20216,20223,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,40.76925659,40.76925659,40.76925659,20219.61538,20216,20223,0.955223881,0.955223881,0.955223881,0.8,0.8,0.8,0,0,0,0.984615385,0.984615385,0.984615385,0.581818182,0.581818182,0.581818182,0,0,0,0.995451708,0.995451708,0.995451708,0.996360696,0.996360696,0.996360696,40.80916595,40.80916595,40.80916595
36,20227.33333,20224,20231,0.96969697,0.96969697,0.96969697,0.086956522,0.086956522,0.086956522,0,0,0,1,1,1,0.133333333,0.133333333,0.133333333,0,0,0,0.996742183,0.996742183,0.996742183,0.980058956,0.980058956,0.980058956,40.88304138,40.88304138,40.88304138,20227.66667,20224,20231,0.719101124,0.719101124,0.719101124,0.032258065,0.032258065,0.032258065,0,0,0,0.914285714,0.914285714,0.914285714,0.029850746,0.029850746,0.029850746,0,0,0,0.996105452,0.996105452,0.996105452,0.983356941,0.983356941,0.983356941,40.96401978,40.96401978,40.96401978
37,20235.4,20232,20239,0.666666667,0.666666667,0.666666667,0.729411765,0.729411765,0.729411765,0,0,0,0.666666667,0.666666667,0.666666667,0.601941748,0.601941748,0.601941748,0,0,0,0.993296168,0.993296168,0.993296168,0.976779026,0.976779026,0.976779026,40.91817474,40.91817474,40.91817474,20235.16667,20232,20239,0.395604396,0.395604396,0.395604396,0.459259259,0.459259259,0.459259259,0,0,0,0.492753623,0.492753623,0.492753623,0.402597403,0.402597403,0.402597403,0,0,0,0.988083416,0.988083416,0.988083416,0.972215269,0.972215269,0.972215269,40.99329376,40.99329376,40.99329376
38,20243.15385,20240,20247,0.646464646,0.646464646,0.646464646,0.820512821,0.820512821,0.820512821,0,0,0,0.60952381,0.60952381,0.60952381,0.790123457,0.790123457,0.790123457,0,0,0,0.996022978,0.996022978,0.996022978,0.999804726,0.999804726,0.999804726,40.81222916,40.81222916,40.81222916,20243.61538,20240,20247,0.524590164,0.524590164,0.524590164,0.719101124,0.719101124,0.719101124,0,0,0,0.566371681,0.566371681,0.566371681,0.576576577,0.576576577,0.576576577,0,0,0,0.993205318,0.993205318,0.993205318,0.99902439,0.99902439,0.99902439,40.84252548,40.84252548,40.84252548
39,20251.33333,20248,20255,0.853333333,0.853333333,0.853333333,0.790123457,0.790123457,0.790123457,0,0,0,0.853333333,0.853333333,0.853333333,0.727272727,0.727272727,0.727272727,0,0,0,0.997499632,0.997499632,0.997499632,0.99902439,0.99902439,0.99902439,40.79380035,40.79380035,40.79380035,20251.57143,20248,20255,0.752941176,0.752941176,0.752941176,0.603773585,0.603773585,0.603773585,0,0,0,0.888888889,0.888888889,0.888888889,0.524590164,0.524590164,0.524590164,0,0,0,0.99498673,0.99498673,0.99498673,0.998634679,0.998634679,0.998634679,40.82518005,40.82518005,40.82518005
40,20259.54545,20256,20263,0.739130435,0.739130435,0.739130435,0.62962963,0.62962963,0.62962963,0,0,0,0.829268293,0.829268293,0.829268293,0.586206897,0.586206897,0.586206897,0,0,0,0.991516865,0.991516865,0.991516865,0.920658135,0.920658135,0.920658135,41.20767212,41.20767212,41.20767212,20259.57143,20256,20263,0.68,0.68,0.68,0.473684211,0.473684211,0.473684211,0,0,0,0.723404255,0.723404255,0.723404255,0.34,0.34,0.34,0,0,0,0.992337165,0.992337165,0.992337165,0.953693073,0.953693073,0.953693073,40.98976898,40.98976898,40.98976898
41,20267.64286,20264,20271,0.9,0.9,0.9,0.888888889,0.888888889,0.888888889,0,0,0,0.837209302,0.837209302,0.837209302,0.810126582,0.810126582,0.810126582,0,0,0,0.998570936,0.998570936,0.998570936,0.999091885,0.999091885,0.999091885,40.79432678,40.79432678,40.79432678,20267.91667,20264,20271,0.837209302,0.837209302,0.837209302,0.771084337,0.771084337,0.771084337,0,0,0,0.87804878,0.87804878,0.87804878,0.615384615,0.615384615,0.615384615,0,0,0,0.996297942,0.996297942,0.996297942,0.999174236,0.999174236,0.999174236,40.81389999,40.81389999,40.81389999
42,20275.58333,20272,20279,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.998632299,0.998632299,0.998632299,0.998952253,0.998952253,0.998952253,40.78782272,40.78782272,40.78782272,20275.3,20272,20279,0.984615385,0.984615385,0.984615385,0.633663366,0.633663366,0.633663366,0,0,0,1,1,1,0.47761194,0.47761194,0.47761194,0,0,0,0.994285714,0.994285714,0.994285714,1,1,1,40.80739975,40.80739975,40.80739975
43,20283.53846,20280,20287,1,1,1,0.430769231,0.430769231,0.430769231,0,0,0,1,1,1,0.583333333,0.583333333,0.583333333,0,0,0,0.997899846,0.997899846,0.997899846,0.995625228,0.995625228,0.995625228,40.84434509,40.84434509,40.84434509,20283.16667,20280,20287,0.955223881,0.955223881,0.955223881,0.363636364,0.363636364,0.363636364,0,0,0,0.96969697,0.96969697,0.96969697,0.294736842,0.294736842,0.294736842,0,0,0,0.997104968,0.997104968,0.997104968,0.992581738,0.992581738,0.992581738,40.91318512,40.91318512,40.91318512
44,20291.92308,20288,20295,0.9375,0.9375,0.9375,0.631578947,0.631578947,0.631578947,0,0,0,0.9375,0.9375,0.9375,0.633333333,0.633333333,0.633333333,0,0,0,0.993124066,0.993124066,0.993124066,0.917587086,0.917587086,0.917587086,40.95586395,40.95586395,40.95586395,20291.61538,20288,20295,0.491803279,0.491803279,0.491803279,0.43902439,0.43902439,0.43902439,0,0,0,0.612244898,0.612244898,0.612244898,0.365384615,0.365384615,0.365384615,0,0,0,0.98464221,0.98464221,0.98464221,0.860428232,0.860428232,0.860428232,41.13010025,41.13010025,41.13010025
45,20299.58333,20296,20303,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.999531751,0.999531751,0.999531751,0.997402597,0.997402597,0.997402597,40.77367401,40.77367401,40.77367401,20299.66667,20296,20303,0.561403509,0.561403509,0.561403509,0.561403509,0.561403509,0.561403509,0,0,0,0.653061224,0.653061224,0.653061224,0.556521739,0.556521739,0.556521739,0,0,0,0.992491567,0.992491567,0.992491567,0.99524838,0.99524838,0.99524838,40.85225296,40.85225296,40.85225296
46,20307.76923,20304,20311,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,0.99974792,0.99974792,0.99974792,1,1,1,40.77105331,40.77105331,40.77105331,20307.5,20304,20311,0.914285714,0.914285714,0.914285714,0.901408451,0.901408451,0.901408451,0,0,0,0.984615385,0.984615385,0.984615385,0.831168831,0.831168831,0.831168831,0,0,0,0.998593936,0.998593936,0.998593936,0.997402597,0.997402597,0.997402597,40.78416061,40.78416061,40.78416061
47,20315.54545,20312,20319,1,1,1,0.745098039,0.745098039,0.745098039,0,0,0,1,1,1,0.655172414,0.655172414,0.655172414,0,0,0,0.998602257,0.998602257,0.998602257,0.992907801,0.992907801,0.992907801,40.81814957,40.81814957,40.81814957,20315.08333,20312,20319,0.761904762,0.761904762,0.761904762,0.493506494,0.493506494,0.493506494,0,0,0,0.905660377,0.905660377,0.905660377,0.404255319,0.404255319,0.404255319,0,0,0,0.996375821,0.996375821,0.996375821,0.984219002,0.984219002,0.984219002,40.88698578,40.88698578,40.88698578
48,20323.16667,20320,20327,0.977777778,0.977777778,0.977777778,0.914285714,0.914285714,0.914285714,0,0,0,0.977777778,0.977777778,0.977777778,0.695652174,0.695652174,0.695652174,0,0,0,0.998446631,0.998446631,0.998446631,0.998878505,0.998878505,0.998878505,40.78528214,40.78528214,40.78528214,20323.53846,20320,20327,0.846153846,0.846153846,0.846153846,0.537815126,0.537815126,0.537815126,0,0,0,0.977777778,0.977777778,0.977777778,0.378698225,0.378698225,0.378698225,0,0,0,0.993271125,0.993271125,0.993271125,0.997759522,0.997759522,0.997759522,40.85521317,40.85521317,40.85521317
49,20331.69231,20328,20335,0.8,0.8,0.8,0.96969697,0.96969697,0.96969697,0,0,0,0.831168831,0.831168831,0.831168831,0.615384615,0.615384615,0.615384615,0,0,0,0.997332532,0.997332532,0.997332532,1,1,1,40.79641342,40.79641342,40.79641342,20331.1,20328,20335,0.507936508,0.507936508,0.507936508,0.463768116,0.463768116,0.463768116,0,0,0,0.603773585,0.603773585,0.603773585,0.4,0.4,0.4,0,0,0,0.989626713,0.989626713,0.989626713,1,1,1,40.87809372,40.87809372,40.87809372
50,20339.5,20336,20343,0.820512821,0.820512821,0.820512821,0.813559322,0.813559322,0.813559322,0,0,0,0.876712329,0.876712329,0.876712329,0.705882353,0.705882353,0.705882353,0,0,0,0.997247229,0.997247229,0.997247229,0.995255474,0.995255474,0.995255474,41.02344894,41.02344894,41.02344894,20339.58333,20336,20343,0.503937008,0.503937008,0.503937008,0.480769231,0.480769231,0.480769231,0,0,0,0.780487805,0.780487805,0.780487805,0.457142857,0.457142857,0.457142857,0,0,0,0.99192161,0.99192161,0.99192161,0.987235594,0.987235594,0.987235594,40.89899063,40.89899063,40.89899063
51,20347.16667,20344,20351,0.526315789,0.526315789,0.526315789,0.830188679,0.830188679,0.830188679,0,0,0,0.526315789,0.526315789,0.526315789,0.733333333,0.733333333,0.733333333,0,0,0,0.997418127,0.997418127,0.997418127,0.991708126,0.991708126,0.991708126,40.84462357,40.84462357,40.84462357,20347.5,20344,20351,0.25974026,0.25974026,0.25974026,0.564102564,0.564102564,0.564102564,0,0,0,0.3125,0.3125,0.3125,0.488888889,0.488888889,0.488888889,0,0,0,0.993927816,0.993927816,0.993927816,0.989724892,0.989724892,0.989724892,40.92637634,40.92637634,40.92637634
52,20355.30769,20352,20359,0.793650794,0.793650794,0.793650794,0.914285714,0.914285714,0.914285714,0,0,0,0.819672131,0.819672131,0.819672131,0.8,0.8,0.8,0,0,0,0.996095929,0.996095929,0.996095929,0.995031467,0.995031467,0.995031467,40.81197739,40.81197739,40.81197739,20355.71429,20352,20359,0.505050505,0.505050505,0.505050505,0.615384615,0.615384615,0.615384615,0,0,0,0.581395349,0.581395349,0.581395349,0.5,0.5,0.5,0,0,0,0.990463039,0.990463039,0.990463039,0.996464088,0.996464088,0.996464088,40.86492157,40.86492157,40.86492157
53,20363.21429,20360,20367,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.853333333,0.853333333,0.853333333,0,0,0,0.998087455,0.998087455,0.998087455,0.997328774,0.997328774,0.997328774,40.79084778,40.79084778,40.79084778,20363.36364,20360,20367,0.587155963,0.587155963,0.587155963,0.533333333,0.533333333,0.533333333,0,0,0,0.653061224,0.653061224,0.653061224,0.407643312,0.407643312,0.407643312,0,0,0,0.965052556,0.965052556,0.965052556,0.944410754,0.944410754,0.944410754,41.06918716,41.06918716,41.06918716
54,20371.57143,20368,20375,1,1,1,0.949152542,0.949152542,0.949152542,0,0,0,1,1,1,0.949152542,0.949152542,0.949152542,0,0,0,0.999611784,0.999611784,0.999611784,0.998588644,0.998588644,0.998588644,40.7843399,40.7843399,40.7843399,20371.3,20368,20375,0.680851064,0.680851064,0.680851064,0.643678161,0.643678161,0.643678161,0,0,0,0.888888889,0.888888889,0.888888889,0.455284553,0.455284553,0.455284553,0,0,0,0.992437413,0.992437413,0.992437413,0.993301642,0.993301642,0.993301642,40.85677719,40.85677719,40.85677719
55,20379.11111,20376,20383,1,1,1,0.782608696,0.782608696,0.782608696,0,0,0,1,1,1,0.75,0.75,0.75,0,0,0,0.999181334,0.999181334,0.999181334,0.989645435,0.989645435,0.989645435,40.82546997,40.82546997,40.82546997,20379.41667,20376,20383,0.686567164,0.686567164,0.686567164,0.268656716,0.268656716,0.268656716,0,0,0,0.830188679,0.830188679,0.830188679,0.257142857,0.257142857,0.257142857,0,0,0,0.99507288,0.99507288,0.99507288,0.972442192,0.972442192,0.972442192,40.97463989,40.97463989,40.97463989
56,20387.53846,20384,20391,1,1,1,1,1,1,0,0,0,0.888888889,0.888888889,0.888888889,1,1,1,0,0,0,0.999922233,0.999922233,0.999922233,0.99925849,0.99925849,0.99925849,40.7721405,40.7721405,40.7721405,20387.76923,20384,20391,0.96,0.96,0.96,0.831168831,0.831168831,0.831168831,0,0,0,0.923076923,0.923076923,0.923076923,0.703296703,0.703296703,0.703296703,0,0,0,0.997935092,0.997935092,0.997935092,0.997927154,0.997927154,0.997927154,40.80133438,40.80133438,40.80133438
57,20395.64286,20392,20399,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.876712329,0.876712329,0.876712329,0.876712329,0.876712329,0.876712329,0,0,0,0.999154763,0.999154763,0.999154763,0.998390435,0.998390435,0.998390435,40.78542709,40.78542709,40.78542709,20395.1,20392,20399,0.96969697,0.96969697,0.96969697,0.790123457,0.790123457,0.790123457,0,0,0,1,1,1,0.790123457,0.790123457,0.790123457,0,0,0,0.99614227,0.99614227,0.99614227,0.993720744,0.993720744,0.993720744,40.80401611,40.80401611,40.80401611
58,20403.23077,20400,20407,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.999788807,0.999788807,0.999788807,0.999885097,0.999885097,0.999885097,40.77129364,40.77129364,40.77129364,20403.5,20400,20407,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.842105263,0.842105263,0.842105263,0,0,0,0.997247512,0.997247512,0.997247512,0.994970279,0.994970279,0.994970279,40.79421997,40.79421997,40.79421997
59,20411.66667,20408,20415,1,1,1,0.52173913,0.52173913,0.52173913,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0.999018095,0.999018095,0.999018095,0.993190416,0.993190416,0.993190416,40.81397629,40.81397629,40.81397629,20412,20408,20415,1,1,1,0.173913043,0.173913043,0.173913043,0,0,0,1,1,1,0.179487179,0.179487179,0.179487179,0,0,0,0.996520822,0.996520822,0.996520822,0.985750636,0.985750636,0.985750636,40.91586685,40.91586685,40.91586685
60,20419.45455,20416,20423,0.875,0.875,0.875,0.941176471,0.941176471,0.941176471,0,0,0,0.777777778,0.777777778,0.777777778,0.914285714,0.914285714,0.914285714,0,0,0,0.999131053,0.999131053,0.999131053,0.997482517,0.997482517,0.997482517,40.79438019,40.79438019,40.79438019,20419.27273,20416,20423,0.933333333,0.933333333,0.933333333,0.842105263,0.842105263,0.842105263,0,0,0,0.777777778,0.777777778,0.777777778,0.761904762,0.761904762,0.761904762,0,0,0,0.998694878,0.998694878,0.998694878,0.999162245,0.999162245,0.999162245,40.79294586,40.79294586,40.79294586
61,20427.4,20424,20431,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.955223881,0.955223881,0.955223881,0.853333333,0.853333333,0.853333333,0,0,0,0.997527375,0.997527375,0.997527375,0.996397324,0.996397324,0.996397324,40.80442429,40.80442429,40.80442429,20427.08333,20424,20431,0.955223881,0.955223881,0.955223881,0.666666667,0.666666667,0.666666667,0,0,0,0.984615385,0.984615385,0.984615385,0.571428571,0.571428571,0.571428571,0,0,0,0.995749203,0.995749203,0.995749203,0.998764924,0.998764924,0.998764924,40.8140831,40.8140831,40.8140831
62,20435,20432,20439,0.984615385,0.984615385,0.984615385,0.673684211,0.673684211,0.673684211,0,0,0,1,1,1,0.688172043,0.688172043,0.688172043,0,0,0,0.996859102,0.996859102,0.996859102,0.998970982,0.998970982,0.998970982,40.80186844,40.80186844,40.80186844,20435.53846,20432,20439,0.955223881,0.955223881,0.955223881,0.703296703,0.703296703,0.703296703,0,0,0,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0.996197046,0.996197046,0.996197046,0.997527812,0.997527812,0.997527812,40.81437683,40.81437683,40.81437683
63,20443.38462,20440,20447,0.961538462,0.961538462,0.961538462,0.434782609,0.434782609,0.434782609,0,0,0,0.979591837,0.979591837,0.979591837,0.487804878,0.487804878,0.487804878,0,0,0,0.99792115,0.99792115,0.99792115,0.98668786,0.98668786,0.98668786,40.86532211,40.86532211,40.86532211,20443,20440,20447,0.684931507,0.684931507,0.684931507,0.23255814,0.23255814,0.23255814,0,0,0,0.8,0.8,0.8,0.186915888,0.186915888,0.186915888,0,0,0,0.981595979,0.981595979,0.981595979,0.901438694,0.901438694,0.901438694,41.54462051,41.54462051,41.54462051
64,20451.46667,20448,20455,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.998838456,0.998838456,0.998838456,0.997627052,0.997627052,0.997627052,40.79480743,40.79480743,40.79480743,20451.76923,20448,20455,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.453900709,0.453900709,0.453900709,0,0,0,0.995021752,0.995021752,0.995021752,0.999108646,0.999108646,0.999108646,40.84965134,40.84965134,40.84965134
65,20459.30769,20456,20463,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0.987326762,0.987326762,0.987326762,0.988665718,0.988665718,0.988665718,40.92374039,40.92374039,40.92374039,20459.73333,20456,20463,0,0,0,0.484848485,0.484848485,0.484848485,0,0,0,0,0,0,0.418300654,0.418300654,0.418300654,0,0,0,0.976862598,0.976862598,0.976862598,0.991305264,0.991305264,0.991305264,40.95780563,40.95780563,40.95780563
66,20467.69231,20464,20471,0.421052632,0.421052632,0.421052632,0.484210526,0.484210526,0.484210526,0,0,0,0.592592593,0.592592593,0.592592593,0.494623656,0.494623656,0.494623656,0,0,0,0.941267989,0.941267989,0.941267989,0.992218943,0.992218943,0.992218943,41.2197876,41.2197876,41.2197876,20467.53846,20464,20471,0,0,0,0.429906542,0.429906542,0.429906542,0,0,0,0,0,0,0.446601942,0.446601942,0.446601942,0,0,0,0.942212017,0.942212017,0.942212017,0.992448397,0.992448397,0.992448397,44.61742401,44.61742401,44.61742401
67,20475.91667,20472,20479,0.860465116,0.860465116,0.860465116,0.923076923,0.923076923,0.923076923,0,0,0,0.913580247,0.913580247,0.913580247,0.967741935,0.967741935,0.967741935,0,0,0,0.262626263,0.262626263,0.262626263,0.978731521,0.978731521,0.978731521,41.23043823,41.23043823,41.23043823,20475.71429,20472,20479,0.227272727,0.227272727,0.227272727,0.64516129,0.64516129,0.64516129,0,0,0,0.23255814,0.23255814,0.23255814,0.8,0.8,0.8,0,0,0,0.088779285,0.088779285,0.088779285,0.973079116,0.973079116,0.973079116,50.8481636,50.8481636,50.8481636
68,20483.16667,20480,20487,0.914285714,0.914285714,0.914285714,0.952380952,0.952380952,0.952380952,0,0,0,0.876712329,0.876712329,0.876712329,0.970873786,0.970873786,0.970873786,0,0,0,0.873441503,0.873441503,0.873441503,0.970522232,0.970522232,0.970522232,40.98697662,40.98697662,40.98697662,20482.90909,20480,20487,0.621359223,0.621359223,0.621359223,0.675675676,0.675675676,0.675675676,0,0,0,0.581818182,0.581818182,0.581818182,0.751879699,0.751879699,0.751879699,0,0,0,0.860051769,0.860051769,0.860051769,0.962923608,0.962923608,0.962923608,47.9392128,47.9392128,47.9392128
69,20491.07692,20488,20495,0.976190476,0.976190476,0.976190476,0.847682119,0.847682119,0.847682119,0,0,0,0.942528736,0.942528736,0.942528736,0.934306569,0.934306569,0.934306569,0,0,0,0.890719762,0.890719762,0.890719762,0.956985089,0.956985089,0.956985089,41.06892395,41.06892395,41.06892395,20491.33333,20488,20495,0.709219858,0.709219858,0.709219858,0.752941176,0.752941176,0.752941176,0,0,0,0.649350649,0.649350649,0.649350649,0.70718232,0.70718232,0.70718232,0,0,0,0.874576271,0.874576271,0.874576271,0.948765484,0.948765484,0.948765484,46.81290817,46.81290817,46.81290817
